file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc
076-IN-18.bin.1.391	076-IN-18.bin.1.391_contig_72063	1	136707	169986	True	putative_wzy_dependent_NO_OPX				076-IN-18.bin.1.391_contig_72063
007-SA-08.bin.1.287	007-SA-08.bin.1.287_contig_8305	1	138731	192876	False	putative_wzy_dependent_NO_OPX				007-SA-08.bin.1.287_contig_8305
001-SG-02.bin.c.1	001-SG-02.bin.c.1_contig_708	1	1168692	1233538	False	putative_wzy_dependent_NO_OPX				001-SG-02.bin.c.1_contig_708
001-SG-02.bin.c.1	001-SG-02.bin.c.1_contig_708	2	2267546	2296670	False	putative_wzy_dependent_NO_OPX				001-SG-02.bin.c.1_contig_708
001-SG-02.bin.c.1	001-SG-02.bin.c.1_contig_708	3	3734237	3763761	False	exoPS_GCF_10				001-SG-02.bin.c.1_contig_708
048-UY-15.bin.1.695	048-UY-15.bin.1.695_contig_5783	1	868116	911174	False	putative_ABC_dependent_NO_OPX				048-UY-15.bin.1.695_contig_5783
089-SG-01.bin.1.204	089-SG-01.bin.1.204_contig_591	1	58897	111660	False	putative_wzy_dependent_NO_OPX				089-SG-01.bin.1.204_contig_591
054-AR-04.bin.1.169	054-AR-04.bin.1.169_contig_997	1	671231	767354	False	putative_wzy_dependent				054-AR-04.bin.1.169_contig_997
054-AR-04.bin.1.169	054-AR-04.bin.1.169_contig_997	2	886112	940909	False	putative_wzy_dependent				054-AR-04.bin.1.169_contig_997
054-AR-04.bin.1.169	054-AR-04.bin.1.169_contig_997	3	1595648	1620322	False	putative_wzy_dependent_NO_OPX				054-AR-04.bin.1.169_contig_997
078-MX-10.bin.1.165	078-MX-10.bin.1.165_contig_10321	1	0	50962	True	putative_wzy_dependent				078-MX-10.bin.1.165_contig_10321
078-MX-10.bin.1.165	078-MX-10.bin.1.165_contig_26851	1	74258	89920	False	PNAG-pga				078-MX-10.bin.1.165_contig_26851
078-MX-10.bin.1.165	078-MX-10.bin.1.165_contig_34682	1	0	19616	True	putative_wzy_dependent_NO_OPX				078-MX-10.bin.1.165_contig_34682
078-MX-10.bin.1.165	078-MX-10.bin.1.165_contig_34682	2	226144	279431	False	putative_wzy_dependent				078-MX-10.bin.1.165_contig_34682
088-SA-05.bin.1.196	088-SA-05.bin.1.196_contig_12334	1	0	12558	True	putative_wzy_dependent				088-SA-05.bin.1.196_contig_12334
088-SA-05.bin.1.196	088-SA-05.bin.1.196_contig_45355	1	70	57426	True	putative_wzy_dependent				088-SA-05.bin.1.196_contig_45355
034-IT-09.bin.2.10	034-IT-09.bin.2.10_contig_18440	1	225483	257123	False	exoPS_GCF_5				034-IT-09.bin.2.10_contig_18440
095-US2-13.bin.1.310	095-US2-13.bin.1.310_contig_36498	1	664262	693042	False	putative_wzy_dependent				095-US2-13.bin.1.310_contig_36498
095-US2-13.bin.1.310	095-US2-13.bin.1.310_contig_4837	1	3657	59960	True	putative_wzy_dependent				095-US2-13.bin.1.310_contig_4837
076-IN-18.bin.1.101	076-IN-18.bin.1.101_contig_139855	1	394625	439233	False	putative_wzy_dependent				076-IN-18.bin.1.101_contig_139855
076-IN-18.bin.1.101	076-IN-18.bin.1.101_contig_168568	1	93303	119976	True	sphingomonadales_exops				076-IN-18.bin.1.101_contig_168568
058-AR-20.bin.1.75	058-AR-20.bin.1.75_contig_1828	1	2922743	2975573	False	putative_wzy_dependent_NO_OPX				058-AR-20.bin.1.75_contig_1828
058-AR-20.bin.1.75	058-AR-20.bin.1.75_contig_1828	2	2985751	3044987	False	putative_wzy_dependent				058-AR-20.bin.1.75_contig_1828
037-NO2-03.bin.1.370	037-NO2-03.bin.1.370_contig_158961	1	311180	337340	False	putative_ABC_or_wzy_dependent				037-NO2-03.bin.1.370_contig_158961
037-NO2-03.bin.1.370	037-NO2-03.bin.1.370_contig_45162	1	246398	286210	False	putative_wzy_dependent				037-NO2-03.bin.1.370_contig_45162
036-NL-06.bin.1.98	036-NL-06.bin.1.98_contig_10456	1	318352	364557	False	putative_wzy_dependent				036-NL-06.bin.1.98_contig_10456
095-US2-13.bin.2.234	095-US2-13.bin.2.234_contig_16630	1	232651	275039	False	putative_ABC_dependent_NO_OPX				095-US2-13.bin.2.234_contig_16630
094-US2-01.bin.2.141	094-US2-01.bin.2.141_contig_63600	1	29086	52455	False	pel				094-US2-01.bin.2.141_contig_63600
086-SA-02.bin.c.11	086-SA-02.bin.c.11_contig_1508	1	1399903	1452133	False	putative_ABC_dependent_NO_OPX				086-SA-02.bin.c.11_contig_1508
086-SA-02.bin.c.11	086-SA-02.bin.c.11_contig_1508	2	2351549	2409039	False	putative_wzy_dependent				086-SA-02.bin.c.11_contig_1508
026-AT-03.bin.1.763	026-AT-03.bin.1.763_contig_20331	1	0	36670	True	putative_wzy_dependent				026-AT-03.bin.1.763_contig_20331
026-AT-03.bin.1.763	026-AT-03.bin.1.763_contig_3618	1	30054	66716	False	putative_wzy_dependent_NO_OPX				026-AT-03.bin.1.763_contig_3618
010-BE-17.bin.2.96	010-BE-17.bin.2.96_contig_19792	1	0	40290	True	putative_wzy_dependent_NO_OPX				010-BE-17.bin.2.96_contig_19792
072-HK-05.bin.1.147	072-HK-05.bin.1.147_contig_41102	1	943384	969845	False	exoPS_GCF_2				072-HK-05.bin.1.147_contig_41102
059-AT-02.bin.1.305	059-AT-02.bin.1.305_contig_35915	1	87640	162475	False	putative_wzy_dependent_NO_OPX				059-AT-02.bin.1.305_contig_35915
051-IN-23.bin.1.79	051-IN-23.bin.1.79_contig_11960	1	363674	424109	False	putative_wzy_dependent_NO_OPX				051-IN-23.bin.1.79_contig_11960
051-IN-23.bin.1.79	051-IN-23.bin.1.79_contig_4662	1	717891	770538	False	putative_ABC_dependent_NO_OPX				051-IN-23.bin.1.79_contig_4662
083-NL-13.bin.1.716	083-NL-13.bin.1.716_contig_119380	1	27549	81811	False	putative_wzy_dependent				083-NL-13.bin.1.716_contig_119380
083-NL-13.bin.1.716	083-NL-13.bin.1.716_contig_211341	1	1752	28233	True	putative_wzy_dependent				083-NL-13.bin.1.716_contig_211341
088-SA-05.bin.1.90	088-SA-05.bin.1.90_contig_1794	1	120457	169321	False	putative_wzy_dependent				088-SA-05.bin.1.90_contig_1794
088-SA-05.bin.1.90	088-SA-05.bin.1.90_contig_1794	2	1264178	1314754	False	putative_wzy_dependent				088-SA-05.bin.1.90_contig_1794
088-SA-05.bin.1.90	088-SA-05.bin.1.90_contig_1794	3	2142903	2181870	False	putative_wzy_dependent				088-SA-05.bin.1.90_contig_1794
088-SA-05.bin.1.90	088-SA-05.bin.1.90_contig_1794	4	2878653	2942965	False	putative_wzy_dependent_NO_OPX				088-SA-05.bin.1.90_contig_1794
088-SA-05.bin.1.90	088-SA-05.bin.1.90_contig_1794	5	4210379	4298079	False	putative_ABC_dependent_NO_OPX				088-SA-05.bin.1.90_contig_1794
061-AU-11.bin.2.94	061-AU-11.bin.2.94_contig_13341	1	563003	601479	True	putative_wzy_dependent				061-AU-11.bin.2.94_contig_13341
061-AU-11.bin.2.94	061-AU-11.bin.2.94_contig_4219	1	531032	562010	False	putative_wzy_dependent				061-AU-11.bin.2.94_contig_4219
088-SA-05.bin.c.12	088-SA-05.bin.c.12_contig_9020	1	4911542	4948043	False	putative_wzy_dependent_NO_OPX				088-SA-05.bin.c.12_contig_9020
088-SA-05.bin.c.12	088-SA-05.bin.c.12_contig_9020	2	5788786	5816998	False	exoPS_GCF_14				088-SA-05.bin.c.12_contig_9020
058-AR-20.bin.1.209	058-AR-20.bin.1.209_contig_10708	1	147614	179115	False	exoPS_GCF_7				058-AR-20.bin.1.209_contig_10708
058-AR-20.bin.1.209	058-AR-20.bin.1.209_contig_87115	1	0	50098	True	putative_ABC_dependent_NO_OPX				058-AR-20.bin.1.209_contig_87115
088-SA-05.bin.1.167	088-SA-05.bin.1.167_contig_11146	1	285180	325154	False	putative_wzy_dependent				088-SA-05.bin.1.167_contig_11146
026-AT-03.bin.1.22	026-AT-03.bin.1.22_contig_15729	1	253105	315034	False	putative_wzy_dependent				026-AT-03.bin.1.22_contig_15729
066-CH-22.bin.c.1	066-CH-22.bin.c.1_contig_17121	1	2151580	2219878	False	putative_wzy_dependent				066-CH-22.bin.c.1_contig_17121
097-US2-29.bin.1.32	097-US2-29.bin.1.32_contig_21984	1	0	56210	True	putative_wzy_dependent				097-US2-29.bin.1.32_contig_21984
097-US2-29.bin.1.32	097-US2-29.bin.1.32_contig_21984	2	190311	246797	False	putative_wzy_dependent				097-US2-29.bin.1.32_contig_21984
096-US2-26.bin.2.166	096-US2-26.bin.2.166_contig_18231	1	534473	573456	False	putative_wzy_dependent				096-US2-26.bin.2.166_contig_18231
096-US2-26.bin.2.166	096-US2-26.bin.2.166_contig_18231	2	685935	739115	False	putative_ABC_dependent				096-US2-26.bin.2.166_contig_18231
096-US2-26.bin.2.166	096-US2-26.bin.2.166_contig_324	1	754407	821632	False	putative_wzy_dependent				096-US2-26.bin.2.166_contig_324
074-IN-03.bin.c.37	074-IN-03.bin.c.37_contig_24537	1	2654	42061	True	putative_wzy_dependent				074-IN-03.bin.c.37_contig_24537
074-IN-03.bin.c.37	074-IN-03.bin.c.37_contig_24537	2	3321891	3372881	False	putative_ABC_dependent_NO_OPX				074-IN-03.bin.c.37_contig_24537
033-IN-11.bin.2.37	033-IN-11.bin.2.37_contig_13333	1	216514	259601	True	putative_ABC_or_wzy_dependent				033-IN-11.bin.2.37_contig_13333
033-IN-11.bin.2.37	033-IN-11.bin.2.37_contig_161618	1	155741	213743	False	putative_wzy_dependent				033-IN-11.bin.2.37_contig_161618
033-IN-11.bin.2.37	033-IN-11.bin.2.37_contig_161618	2	337806	370425	False	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.37_contig_161618
033-IN-11.bin.2.37	033-IN-11.bin.2.37_contig_63082	1	458131	492054	False	putative_wzy_dependent_NO_OPX				033-IN-11.bin.2.37_contig_63082
033-IN-11.bin.2.37	033-IN-11.bin.2.37_contig_8404	1	1342745	1407221	False	putative_wzy_dependent				033-IN-11.bin.2.37_contig_8404
089-SG-01.bin.1.354	089-SG-01.bin.1.354_contig_3201	1	1354077	1383961	False	putative_wzy_dependent_NO_OPX				089-SG-01.bin.1.354_contig_3201
093-US1-47.bin.1.286	093-US1-47.bin.1.286_contig_24714	1	262382	358075	False	putative_wzy_dependent				093-US1-47.bin.1.286_contig_24714
019-HK-04.bin.1.588	019-HK-04.bin.1.588_contig_3349	1	1465841	1498260	False	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.588_contig_3349
019-HK-04.bin.1.588	019-HK-04.bin.1.588_contig_3349	2	2848744	2885342	False	putative_wzy_dependent_NO_OPX				019-HK-04.bin.1.588_contig_3349
076-IN-18.bin.1.161	076-IN-18.bin.1.161_contig_4801	1	403160	434236	False	putative_wzy_dependent_NO_OPX				076-IN-18.bin.1.161_contig_4801
089-SG-01.bin.1.252	089-SG-01.bin.1.252_contig_53338	1	455633	482071	False	exoPS_GCF_2				089-SG-01.bin.1.252_contig_53338
037-NO2-03.bin.1.397	037-NO2-03.bin.1.397_contig_21234	1	194398	257967	False	putative_wzy_dependent				037-NO2-03.bin.1.397_contig_21234
006-MY-06.bin.1.405	006-MY-06.bin.1.405_contig_140973	1	41532	120611	False	putative_wzy_dependent				006-MY-06.bin.1.405_contig_140973
006-MY-06.bin.1.405	006-MY-06.bin.1.405_contig_80631	1	0	51602	True	putative_wzy_dependent				006-MY-06.bin.1.405_contig_80631
006-MY-06.bin.1.405	006-MY-06.bin.1.405_contig_82656	1	255148	283329	False	exoPS_GCF_4				006-MY-06.bin.1.405_contig_82656
018-CH-08.bin.1.666	018-CH-08.bin.1.666_contig_108576	1	4441	37035	True	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.666_contig_108576
018-CH-08.bin.1.666	018-CH-08.bin.1.666_contig_117618	1	523735	564916	False	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.666_contig_117618
018-CH-08.bin.1.666	018-CH-08.bin.1.666_contig_133460	1	331938	376575	False	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.666_contig_133460
018-CH-08.bin.1.666	018-CH-08.bin.1.666_contig_133460	2	403603	432799	False	exoPS_GCF_10				018-CH-08.bin.1.666_contig_133460
018-CH-08.bin.1.666	018-CH-08.bin.1.666_contig_146383	1	0	14899	True	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.666_contig_146383
034-IT-09.bin.1.447	034-IT-09.bin.1.447_contig_42396	1	190319	217273	False	exoPS_GCF_2				034-IT-09.bin.1.447_contig_42396
034-IT-09.bin.1.447	034-IT-09.bin.1.447_contig_42396	2	458337	494632	True	putative_wzy_dependent				034-IT-09.bin.1.447_contig_42396
092-US1-44.bin.1.370	092-US1-44.bin.1.370_contig_198	1	494005	552548	False	putative_wzy_dependent				092-US1-44.bin.1.370_contig_198
088-SA-05.bin.1.291	088-SA-05.bin.1.291_contig_10590	1	161121	229093	False	putative_wzy_dependent				088-SA-05.bin.1.291_contig_10590
088-SA-05.bin.1.291	088-SA-05.bin.1.291_contig_12579	1	662480	725021	False	putative_wzy_dependent				088-SA-05.bin.1.291_contig_12579
088-SA-05.bin.1.291	088-SA-05.bin.1.291_contig_1835	1	145654	186016	False	putative_wzy_dependent				088-SA-05.bin.1.291_contig_1835
088-SA-05.bin.1.291	088-SA-05.bin.1.291_contig_38545	1	114421	176923	False	putative_wzy_dependent_NO_OPX				088-SA-05.bin.1.291_contig_38545
065-CA-03.bin.1.43	065-CA-03.bin.1.43_contig_1362	1	802577	846753	False	putative_wzy_dependent				065-CA-03.bin.1.43_contig_1362
065-CA-03.bin.1.43	065-CA-03.bin.1.43_contig_37960	1	12279	74735	True	putative_wzy_dependent				065-CA-03.bin.1.43_contig_37960
040-UK-14.bin.1.593	040-UK-14.bin.1.593_contig_7766	1	30514	96923	False	putative_wzy_dependent				040-UK-14.bin.1.593_contig_7766
004-NL-18.bin.1.270	004-NL-18.bin.1.270_contig_137285	1	49569	100071	False	putative_wzy_dependent				004-NL-18.bin.1.270_contig_137285
034-IT-09.bin.1.65	034-IT-09.bin.1.65_contig_31353	1	55313	78344	False	pel-like				034-IT-09.bin.1.65_contig_31353
034-IT-09.bin.1.65	034-IT-09.bin.1.65_contig_31353	2	355640	396233	False	putative_ABC_dependent_NO_OPX				034-IT-09.bin.1.65_contig_31353
034-IT-09.bin.1.65	034-IT-09.bin.1.65_contig_7904	1	302483	330904	False	exoPS_GCF_4				034-IT-09.bin.1.65_contig_7904
034-IT-09.bin.1.65	034-IT-09.bin.1.65_contig_8401	1	260966	293687	False	putative_wzy_dependent				034-IT-09.bin.1.65_contig_8401
090-US1-124.bin.1.773	090-US1-124.bin.1.773_contig_7337	1	1150048	1178283	False	exoPS_GCF_4				090-US1-124.bin.1.773_contig_7337
018-CH-08.bin.1.138	018-CH-08.bin.1.138_contig_53893	1	43816	117855	False	putative_wzy_dependent				018-CH-08.bin.1.138_contig_53893
096-US2-26.bin.1.744	096-US2-26.bin.1.744_contig_15682	1	1735116	1770544	False	putative_wzy_dependent				096-US2-26.bin.1.744_contig_15682
096-US2-26.bin.1.744	096-US2-26.bin.1.744_contig_15682	2	2483376	2511908	False	putative_wzy_dependent				096-US2-26.bin.1.744_contig_15682
055-AR-06.bin.1.587	055-AR-06.bin.1.587_contig_16902	1	1356032	1415082	False	putative_ABC_dependent				055-AR-06.bin.1.587_contig_16902
055-AR-06.bin.1.587	055-AR-06.bin.1.587_contig_16902	2	3393783	3424145	False	exoPS_GCF_5				055-AR-06.bin.1.587_contig_16902
055-AR-06.bin.1.587	055-AR-06.bin.1.587_contig_16902	3	4273486	4324268	False	putative_wzy_dependent				055-AR-06.bin.1.587_contig_16902
017-IL-02.bin.2.104	017-IL-02.bin.2.104_contig_39425	1	721103	748089	False	cellulose-like				017-IL-02.bin.2.104_contig_39425
017-IL-02.bin.2.104	017-IL-02.bin.2.104_contig_56274	1	131242	166685	False	putative_ABC_or_wzy_dependent				017-IL-02.bin.2.104_contig_56274
096-US2-26.bin.1.157	096-US2-26.bin.1.157_contig_6934	1	12175	41632	True	exoPS_GCF_4				096-US2-26.bin.1.157_contig_6934
096-US2-26.bin.1.157	096-US2-26.bin.1.157_contig_6934	2	1384090	1406055	False	curdlan-like				096-US2-26.bin.1.157_contig_6934
001-SG-02.bin.2.348	001-SG-02.bin.2.348_contig_121631	1	281373	349877	False	putative_wzy_dependent_NO_OPX				001-SG-02.bin.2.348_contig_121631
001-SG-02.bin.2.348	001-SG-02.bin.2.348_contig_69703	1	205682	244490	False	putative_wzy_dependent_NO_OPX				001-SG-02.bin.2.348_contig_69703
001-SG-02.bin.2.348	001-SG-02.bin.2.348_contig_72486	1	1050730	1091750	False	putative_wzy_dependent_NO_OPX				001-SG-02.bin.2.348_contig_72486
077-MX-09.bin.1.229	077-MX-09.bin.1.229_contig_198661	1	172786	214622	False	putative_wzy_dependent				077-MX-09.bin.1.229_contig_198661
077-MX-09.bin.1.229	077-MX-09.bin.1.229_contig_72671	1	0	41877	True	putative_wzy_dependent				077-MX-09.bin.1.229_contig_72671
077-MX-09.bin.1.229	077-MX-09.bin.1.229_contig_93601	1	91863	125165	False	putative_wzy_dependent				077-MX-09.bin.1.229_contig_93601
037-NO2-03.bin.1.203	037-NO2-03.bin.1.203_contig_11158	1	664889	700324	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.203_contig_11158
037-NO2-03.bin.1.203	037-NO2-03.bin.1.203_contig_25862	1	131315	192033	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.203_contig_25862
037-NO2-03.bin.1.203	037-NO2-03.bin.1.203_contig_25864	1	820888	852233	False	exoPS_GCF_5				037-NO2-03.bin.1.203_contig_25864
037-NO2-03.bin.1.203	037-NO2-03.bin.1.203_contig_28716	1	491670	550398	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.203_contig_28716
086-SA-02.bin.1.143	086-SA-02.bin.1.143_contig_21954	1	117903	153335	False	putative_wzy_dependent				086-SA-02.bin.1.143_contig_21954
086-SA-02.bin.1.143	086-SA-02.bin.1.143_contig_22510	1	36386	86204	True	putative_wzy_dependent				086-SA-02.bin.1.143_contig_22510
077-MX-09.bin.1.143	077-MX-09.bin.1.143_contig_34654	1	77482	145273	False	putative_wzy_dependent				077-MX-09.bin.1.143_contig_34654
