genome	contig	length
MFD00008.bin.1.161.fa	contig_92999	157929
MFD00008.bin.1.161.fa	contig_94764	7763
MFD00008.bin.1.161.fa	contig_96402	37082
MFD00008.bin.1.161.fa	contig_99440	40344
MFD00008.bin.1.161.fa	contig_99442	80729
MFD00008.bin.1.161.fa	contig_99491	45043
MFD00008.bin.1.161.fa	contig_99639	80627
MFD00008.bin.1.167.fa	contig_31754	568430
MFD00008.bin.1.167.fa	contig_69034	171039
MFD00008.bin.1.167.fa	contig_73343	146852
MFD00008.bin.1.167.fa	contig_80879	393082
MFD00008.bin.1.167.fa	contig_85067	11443
MFD00008.bin.1.167.fa	contig_85076	32920
MFD00008.bin.1.167.fa	contig_9281	260853
MFD00008.bin.1.167.fa	contig_9283	185742
MFD00008.bin.1.168.fa	contig_101684	21390
MFD00008.bin.1.168.fa	contig_11660	267904
MFD00008.bin.1.168.fa	contig_11670	301547
MFD00008.bin.1.168.fa	contig_15527	241042
MFD00008.bin.1.168.fa	contig_17369	529101
MFD00008.bin.1.168.fa	contig_26659	340060
MFD00008.bin.1.168.fa	contig_34809	182961
MFD00008.bin.1.168.fa	contig_40547	30825
MFD00008.bin.1.168.fa	contig_44333	80364
MFD00008.bin.1.168.fa	contig_5209	8850
MFD00008.bin.1.168.fa	contig_5210	886396
MFD00008.bin.1.168.fa	contig_63438	299439
MFD00008.bin.1.168.fa	contig_66613	35188
MFD00008.bin.1.168.fa	contig_8147	183291
MFD00008.bin.1.168.fa	contig_8263	343214
MFD00008.bin.1.168.fa	contig_8503	254820
MFD00008.bin.1.168.fa	contig_8508	806641
MFD00008.bin.1.168.fa	contig_8509	600034
MFD00008.bin.1.168.fa	contig_8521	679333
MFD00008.bin.1.168.fa	contig_8542	100176
MFD00008.bin.1.168.fa	contig_92719	163590
MFD00008.bin.1.168.fa	contig_97965	20752
MFD00008.bin.1.197.fa	contig_100482	166647
MFD00008.bin.1.197.fa	contig_103678	27601
MFD00008.bin.1.197.fa	contig_107710	85734
MFD00008.bin.1.197.fa	contig_11588	414112
MFD00008.bin.1.197.fa	contig_13274	9418
MFD00008.bin.1.197.fa	contig_13835	444199
MFD00008.bin.1.197.fa	contig_15490	784924
MFD00008.bin.1.197.fa	contig_30169	306727
MFD00008.bin.1.197.fa	contig_41003	12349
MFD00008.bin.1.197.fa	contig_41006	26543
MFD00008.bin.1.197.fa	contig_4235	378872
MFD00008.bin.1.197.fa	contig_44518	17561
MFD00008.bin.1.197.fa	contig_48400	90103
MFD00008.bin.1.197.fa	contig_65028	24507
MFD00008.bin.1.197.fa	contig_69664	6870
MFD00008.bin.1.197.fa	contig_7745	1924485
MFD00008.bin.1.197.fa	contig_94023	68047
MFD00008.bin.1.197.fa	contig_96280	59301
MFD00008.bin.1.21.fa	contig_15495	1601607
MFD00008.bin.1.21.fa	contig_68054	289780
MFD00008.bin.1.21.fa	contig_8739	1165190
MFD00008.bin.1.215.fa	contig_108664	78205
MFD00008.bin.1.215.fa	contig_109139	134163
MFD00008.bin.1.215.fa	contig_109282	40942
MFD00008.bin.1.215.fa	contig_110046	31566
MFD00008.bin.1.215.fa	contig_22944	326987
MFD00008.bin.1.215.fa	contig_23554	1984868
MFD00008.bin.1.215.fa	contig_25600	358065
MFD00008.bin.1.215.fa	contig_3773	523335
MFD00008.bin.1.215.fa	contig_42930	174495
MFD00008.bin.1.215.fa	contig_43728	320656
MFD00008.bin.1.215.fa	contig_55323	60382
MFD00008.bin.1.215.fa	contig_61232	109045
MFD00008.bin.1.215.fa	contig_83079	182525
MFD00008.bin.1.215.fa	contig_83083	329536
MFD00008.bin.1.215.fa	contig_83086	43575
MFD00008.bin.1.215.fa	contig_89440	455043
MFD00008.bin.1.215.fa	contig_90323	91528
MFD00008.bin.1.215.fa	contig_93437	10502
MFD00008.bin.1.215.fa	contig_96647	344607
MFD00008.bin.1.215.fa	contig_99654	239737
MFD00008.bin.1.221.fa	contig_107177	31778
MFD00008.bin.1.221.fa	contig_11603	205630
MFD00008.bin.1.221.fa	contig_19998	153740
MFD00008.bin.1.221.fa	contig_20871	235539
MFD00008.bin.1.221.fa	contig_21458	14778
MFD00008.bin.1.221.fa	contig_22683	162680
MFD00008.bin.1.221.fa	contig_27286	277536
MFD00008.bin.1.221.fa	contig_27878	289173
MFD00008.bin.1.221.fa	contig_28744	337668
MFD00008.bin.1.221.fa	contig_29368	130463
MFD00008.bin.1.221.fa	contig_30988	200482
MFD00008.bin.1.221.fa	contig_38625	751629
MFD00008.bin.1.221.fa	contig_41222	413710
MFD00008.bin.1.221.fa	contig_42952	338036
MFD00008.bin.1.221.fa	contig_43323	61779
MFD00008.bin.1.221.fa	contig_53042	460948
MFD00008.bin.1.221.fa	contig_57978	95896
MFD00008.bin.1.221.fa	contig_57980	80013
MFD00008.bin.1.221.fa	contig_58088	43631
MFD00008.bin.1.221.fa	contig_58090	122398
MFD00008.bin.1.221.fa	contig_58091	445128
MFD00008.bin.1.221.fa	contig_61301	7611
MFD00008.bin.1.221.fa	contig_61302	7146
MFD00008.bin.1.221.fa	contig_65371	7607
MFD00008.bin.1.221.fa	contig_76784	29664
MFD00008.bin.1.221.fa	contig_81238	5825
MFD00008.bin.1.221.fa	contig_87171	26741
MFD00008.bin.1.221.fa	contig_87178	103642
MFD00008.bin.1.221.fa	contig_90576	29794
MFD00008.bin.1.221.fa	contig_9575	642064
MFD00008.bin.1.228.fa	contig_104510	367944
MFD00008.bin.1.228.fa	contig_12992	1915625
MFD00008.bin.1.228.fa	contig_14612	74624
MFD00008.bin.1.228.fa	contig_14615	1783088
MFD00008.bin.1.228.fa	contig_28825	143582
MFD00008.bin.1.228.fa	contig_50465	116144
MFD00008.bin.1.228.fa	contig_57144	200298
MFD00008.bin.1.228.fa	contig_61975	539355
MFD00008.bin.1.228.fa	contig_83016	35154
MFD00008.bin.1.30.fa	contig_104496	51530
MFD00008.bin.1.30.fa	contig_14314	1085927
MFD00008.bin.1.30.fa	contig_17397	1781009
MFD00008.bin.1.30.fa	contig_27683	777066
MFD00008.bin.1.30.fa	contig_50294	112823
MFD00008.bin.1.30.fa	contig_55103	892547
MFD00008.bin.1.30.fa	contig_72645	127223
MFD00008.bin.1.30.fa	contig_77193	475232
MFD00008.bin.1.30.fa	contig_77955	35447
MFD00008.bin.1.30.fa	contig_85867	265044
MFD00008.bin.1.45.fa	contig_11647	269854
MFD00008.bin.1.45.fa	contig_19134	152576
MFD00008.bin.1.45.fa	contig_20523	235559
MFD00008.bin.1.45.fa	contig_20538	675016
MFD00008.bin.1.45.fa	contig_20552	44747
MFD00008.bin.1.45.fa	contig_20564	132353
MFD00008.bin.1.45.fa	contig_25623	243755
MFD00008.bin.1.45.fa	contig_27233	67645
MFD00008.bin.1.45.fa	contig_29880	392238
MFD00008.bin.1.45.fa	contig_31062	12983
MFD00008.bin.1.45.fa	contig_39359	201739
MFD00008.bin.1.45.fa	contig_39688	549984
MFD00008.bin.1.45.fa	contig_40241	353809
MFD00008.bin.1.45.fa	contig_42303	276427
MFD00008.bin.1.45.fa	contig_43778	207103
MFD00008.bin.1.45.fa	contig_52916	150379
MFD00008.bin.1.45.fa	contig_58917	39899
MFD00008.bin.1.45.fa	contig_59760	76388
MFD00008.bin.1.45.fa	contig_61031	374135
MFD00008.bin.1.45.fa	contig_62503	106134
MFD00008.bin.1.45.fa	contig_68289	108462
MFD00008.bin.1.45.fa	contig_68291	114959
MFD00008.bin.1.45.fa	contig_68320	113686
MFD00008.bin.1.45.fa	contig_72181	25815
MFD00008.bin.1.45.fa	contig_8807	545335
MFD00008.bin.1.45.fa	contig_90301	38662
MFD00008.bin.1.45.fa	contig_9925	199201
MFD00008.bin.1.47.fa	contig_107029	245038
MFD00008.bin.1.47.fa	contig_19504	278340
MFD00008.bin.1.47.fa	contig_21307	821987
MFD00008.bin.1.47.fa	contig_21562	843175
MFD00008.bin.1.47.fa	contig_22568	141513
MFD00008.bin.1.47.fa	contig_29740	200398
MFD00008.bin.1.47.fa	contig_29744	137551
MFD00008.bin.1.47.fa	contig_33129	384229
MFD00008.bin.1.47.fa	contig_40833	504804
MFD00008.bin.1.47.fa	contig_45639	674992
MFD00008.bin.1.47.fa	contig_46797	241150
MFD00008.bin.1.47.fa	contig_56926	199486
MFD00008.bin.1.47.fa	contig_57972	561920
MFD00008.bin.1.47.fa	contig_85952	190200
MFD00008.bin.1.47.fa	contig_95508	250438
MFD00008.bin.1.5.fa	contig_14501	3121378
MFD00008.bin.1.51.fa	contig_38893	2391133
MFD00008.bin.1.51.fa	contig_71845	358077
MFD00008.bin.1.51.fa	contig_71850	134801
MFD00008.bin.1.51.fa	contig_71851	112285
MFD00008.bin.1.51.fa	contig_72537	182462
MFD00008.bin.1.63.fa	contig_29164	3878339
MFD00008.bin.1.84.fa	contig_101731	189264
MFD00008.bin.1.84.fa	contig_12121	72847
MFD00008.bin.1.84.fa	contig_13572	117340
MFD00008.bin.1.84.fa	contig_13675	231450
MFD00008.bin.1.84.fa	contig_1700	216591
MFD00008.bin.1.84.fa	contig_21217	255410
MFD00008.bin.1.84.fa	contig_21527	390298
MFD00008.bin.1.84.fa	contig_27212	325190
MFD00008.bin.1.84.fa	contig_29334	37424
MFD00008.bin.1.84.fa	contig_45001	258480
MFD00008.bin.1.84.fa	contig_54244	211255
MFD00008.bin.1.84.fa	contig_6302	1797467
MFD00008.bin.1.84.fa	contig_69488	239184
MFD00008.bin.1.84.fa	contig_69492	79681
MFD00008.bin.1.84.fa	contig_72810	223720
MFD00008.bin.1.84.fa	contig_74218	202185
MFD00008.bin.1.84.fa	contig_7655	749246
MFD00008.bin.1.87.fa	contig_101884	8875
MFD00008.bin.1.87.fa	contig_102431	82611
MFD00008.bin.1.87.fa	contig_103545	49389
MFD00008.bin.1.87.fa	contig_103549	194017
MFD00008.bin.1.87.fa	contig_103714	18638
MFD00008.bin.1.87.fa	contig_104310	113567
MFD00008.bin.1.87.fa	contig_106581	27134
MFD00008.bin.1.87.fa	contig_106674	36343
MFD00008.bin.1.87.fa	contig_11105	35285
MFD00008.bin.1.87.fa	contig_11107	254088
MFD00008.bin.1.87.fa	contig_14508	29108
MFD00008.bin.1.87.fa	contig_18343	76886
MFD00008.bin.1.87.fa	contig_20472	153737
MFD00008.bin.1.87.fa	contig_20473	96822
MFD00008.bin.1.87.fa	contig_21306	118389
MFD00008.bin.1.87.fa	contig_22305	224830
MFD00008.bin.1.87.fa	contig_22308	193755
MFD00008.bin.1.87.fa	contig_27000	425502
MFD00008.bin.1.87.fa	contig_33477	404617
MFD00008.bin.1.87.fa	contig_34849	44039
MFD00008.bin.1.87.fa	contig_34853	46266
MFD00008.bin.1.87.fa	contig_36056	89263
MFD00008.bin.1.87.fa	contig_39296	280906
MFD00008.bin.1.87.fa	contig_43174	222492
MFD00008.bin.1.87.fa	contig_43175	6274
MFD00008.bin.1.87.fa	contig_43202	47981
MFD00008.bin.1.87.fa	contig_43203	307618
MFD00008.bin.1.87.fa	contig_44435	133713
MFD00008.bin.1.87.fa	contig_45101	92643
MFD00008.bin.1.87.fa	contig_45132	8665
MFD00008.bin.1.87.fa	contig_47783	109676
MFD00008.bin.1.87.fa	contig_4903	452325
MFD00008.bin.1.87.fa	contig_52387	126690
MFD00008.bin.1.87.fa	contig_58152	101722
MFD00008.bin.1.87.fa	contig_58192	7501
MFD00008.bin.1.87.fa	contig_62752	385738
MFD00008.bin.1.87.fa	contig_62754	41909
MFD00008.bin.1.87.fa	contig_62755	22860
MFD00008.bin.1.87.fa	contig_62756	23853
MFD00008.bin.1.87.fa	contig_62758	203538
MFD00008.bin.1.87.fa	contig_63640	48147
MFD00008.bin.1.87.fa	contig_64937	33621
MFD00008.bin.1.87.fa	contig_65334	85744
MFD00008.bin.1.87.fa	contig_65875	15746
MFD00008.bin.1.87.fa	contig_68580	299809
MFD00008.bin.1.87.fa	contig_71543	219197
MFD00008.bin.1.87.fa	contig_74514	136379
MFD00008.bin.1.87.fa	contig_74517	3131
MFD00008.bin.1.87.fa	contig_79832	106505
MFD00008.bin.1.87.fa	contig_80357	107549
MFD00008.bin.1.87.fa	contig_81976	113104
MFD00008.bin.1.87.fa	contig_82137	38884
MFD00008.bin.1.87.fa	contig_83115	43651
MFD00008.bin.1.87.fa	contig_83116	35060
MFD00008.bin.1.87.fa	contig_83117	7283
MFD00008.bin.1.87.fa	contig_91469	10641
MFD00008.bin.1.87.fa	contig_91770	22375
MFD00008.bin.1.87.fa	contig_92081	30808
MFD00008.bin.1.87.fa	contig_92456	153912
MFD00008.bin.1.87.fa	contig_96124	12222
MFD00008.bin.1.87.fa	contig_96126	12596
MFD00008.bin.1.9.fa	contig_102797	88368
MFD00008.bin.1.9.fa	contig_106936	242652
MFD00008.bin.1.9.fa	contig_19139	922672
MFD00008.bin.1.9.fa	contig_37354	890420
MFD00008.bin.1.9.fa	contig_3880	886170
MFD00008.bin.1.9.fa	contig_46680	505534
MFD00008.bin.1.9.fa	contig_48133	476072
MFD00008.bin.1.9.fa	contig_48139	160875
MFD00008.bin.1.9.fa	contig_65023	386434
MFD00008.bin.1.9.fa	contig_67324	457605
MFD00008.bin.1.9.fa	contig_99653	74194
MFD00008.bin.1.9.fa	contig_99655	295277
MFD00008.bin.1.91.fa	contig_103944	93614
MFD00008.bin.1.91.fa	contig_20100	398959
MFD00008.bin.1.91.fa	contig_20929	756419
MFD00008.bin.1.91.fa	contig_22294	1442458
MFD00008.bin.1.91.fa	contig_23249	24422
MFD00008.bin.1.91.fa	contig_44762	726009
MFD00008.bin.1.91.fa	contig_46346	11750
MFD00008.bin.1.91.fa	contig_58958	717278
MFD00008.bin.1.91.fa	contig_69092	752961
MFD00008.bin.1.91.fa	contig_73630	101820
MFD00008.bin.1.91.fa	contig_74157	85119
MFD00008.bin.1.91.fa	contig_7515	62477
MFD00008.bin.2.1.fa	contig_22295	323801
MFD00008.bin.2.1.fa	contig_29232	1931728
MFD00008.bin.2.1.fa	contig_39701	360314
MFD00008.bin.2.1.fa	contig_39807	1235182
MFD00008.bin.2.1.fa	contig_51850	516254
MFD00008.bin.2.1.fa	contig_78357	451746
MFD00008.bin.2.10.fa	contig_102342	24005
MFD00008.bin.2.10.fa	contig_11597	1445046
MFD00008.bin.2.10.fa	contig_13148	313612
MFD00008.bin.2.10.fa	contig_19816	48508
MFD00008.bin.2.10.fa	contig_21434	582055
MFD00008.bin.2.10.fa	contig_21795	407246
MFD00008.bin.2.10.fa	contig_34491	191848
MFD00008.bin.2.10.fa	contig_40983	23279
MFD00008.bin.2.10.fa	contig_42240	186666
MFD00008.bin.2.10.fa	contig_47602	222963
MFD00008.bin.2.10.fa	contig_48268	654343
MFD00008.bin.2.10.fa	contig_55734	34738
MFD00008.bin.2.10.fa	contig_57638	232952
MFD00008.bin.2.10.fa	contig_58061	75717
MFD00008.bin.2.10.fa	contig_60560	95525
MFD00008.bin.2.10.fa	contig_74767	77353
MFD00008.bin.2.10.fa	contig_80063	24391
MFD00008.bin.2.10.fa	contig_83715	137152
MFD00008.bin.2.10.fa	contig_87697	23327
MFD00008.bin.2.10.fa	contig_90157	47396
MFD00008.bin.2.10.fa	contig_90445	71769
MFD00008.bin.2.10.fa	contig_9056	28246
MFD00008.bin.2.100.fa	contig_23770	115603
MFD00008.bin.2.100.fa	contig_30521	531396
MFD00008.bin.2.100.fa	contig_31787	1185399
MFD00008.bin.2.100.fa	contig_32432	164158
MFD00008.bin.2.100.fa	contig_48953	177392
MFD00008.bin.2.100.fa	contig_57113	191901
MFD00008.bin.2.100.fa	contig_59985	160209
MFD00008.bin.2.100.fa	contig_70346	124308
MFD00008.bin.2.100.fa	contig_70347	203323
MFD00008.bin.2.100.fa	contig_9741	1857007
MFD00008.bin.2.102.fa	contig_7207	3146098
MFD00008.bin.2.103.fa	contig_103753	36446
MFD00008.bin.2.103.fa	contig_104595	68411
MFD00008.bin.2.103.fa	contig_105881	18861
MFD00008.bin.2.103.fa	contig_13923	419008
MFD00008.bin.2.103.fa	contig_14455	300735
MFD00008.bin.2.103.fa	contig_17716	599516
MFD00008.bin.2.103.fa	contig_17720	657546
MFD00008.bin.2.103.fa	contig_19461	114234
MFD00008.bin.2.103.fa	contig_20240	1124262
MFD00008.bin.2.103.fa	contig_27673	664328
MFD00008.bin.2.103.fa	contig_27945	99913
MFD00008.bin.2.103.fa	contig_29749	291339
MFD00008.bin.2.103.fa	contig_30316	168547
MFD00008.bin.2.103.fa	contig_31126	27543
MFD00008.bin.2.103.fa	contig_33414	228287
MFD00008.bin.2.103.fa	contig_36217	138458
MFD00008.bin.2.103.fa	contig_37323	94501
MFD00008.bin.2.103.fa	contig_43346	579172
MFD00008.bin.2.103.fa	contig_44041	118442
MFD00008.bin.2.103.fa	contig_47559	12435
MFD00008.bin.2.103.fa	contig_54419	26961
MFD00008.bin.2.103.fa	contig_60525	355743
MFD00008.bin.2.103.fa	contig_62220	36621
MFD00008.bin.2.103.fa	contig_62221	44253
MFD00008.bin.2.103.fa	contig_64054	44083
MFD00008.bin.2.103.fa	contig_66313	186870
MFD00008.bin.2.103.fa	contig_67082	154363
MFD00008.bin.2.103.fa	contig_69292	266899
MFD00008.bin.2.103.fa	contig_79967	11562
MFD00008.bin.2.103.fa	contig_83781	179932
MFD00008.bin.2.103.fa	contig_89815	20546
MFD00008.bin.2.103.fa	contig_97187	14696
MFD00008.bin.2.104.fa	contig_105502	53303
MFD00008.bin.2.104.fa	contig_108758	92041
MFD00008.bin.2.104.fa	contig_109535	38506
MFD00008.bin.2.104.fa	contig_15260	583035
MFD00008.bin.2.104.fa	contig_15261	647820
MFD00008.bin.2.104.fa	contig_21808	327947
MFD00008.bin.2.104.fa	contig_22765	36048
MFD00008.bin.2.104.fa	contig_25274	242458
MFD00008.bin.2.104.fa	contig_25953	188604
MFD00008.bin.2.104.fa	contig_25961	284569
MFD00008.bin.2.104.fa	contig_37955	583528
MFD00008.bin.2.104.fa	contig_41833	70237
MFD00008.bin.2.104.fa	contig_42111	403642
MFD00008.bin.2.104.fa	contig_42115	479039
MFD00008.bin.2.104.fa	contig_53770	175895
MFD00008.bin.2.104.fa	contig_60121	115436
MFD00008.bin.2.104.fa	contig_68900	69738
MFD00008.bin.2.104.fa	contig_76551	294641
MFD00008.bin.2.104.fa	contig_77631	27048
MFD00008.bin.2.104.fa	contig_81176	163131
