genome	contig	length
001-SG-02.bin.1.126.fa	001-SG-02.bin.1.126_contig_119397	160622
001-SG-02.bin.1.126.fa	001-SG-02.bin.1.126_contig_27093	2694659
001-SG-02.bin.1.126.fa	001-SG-02.bin.1.126_contig_30770	294538
001-SG-02.bin.1.126.fa	001-SG-02.bin.1.126_contig_39126	931453
001-SG-02.bin.1.126.fa	001-SG-02.bin.1.126_contig_54184	380160
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_115708	81332
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_15000	532392
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_16570	501181
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_2491	502959
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_28273	29766
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_29903	1407490
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_3843	2057455
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_6956	967026
001-SG-02.bin.1.129.fa	001-SG-02.bin.1.129_contig_7112	261295
001-SG-02.bin.1.13.fa	001-SG-02.bin.1.13_contig_10285	2420366
001-SG-02.bin.1.13.fa	001-SG-02.bin.1.13_contig_74680	95124
001-SG-02.bin.1.135.fa	001-SG-02.bin.1.135_contig_22492	4256463
001-SG-02.bin.1.135.fa	001-SG-02.bin.1.135_contig_49411	699373
001-SG-02.bin.1.135.fa	001-SG-02.bin.1.135_contig_50806	551115
001-SG-02.bin.1.139.fa	001-SG-02.bin.1.139_contig_14414	2139741
001-SG-02.bin.1.147.fa	001-SG-02.bin.1.147_contig_15925	269495
001-SG-02.bin.1.147.fa	001-SG-02.bin.1.147_contig_25421	612341
001-SG-02.bin.1.15.fa	001-SG-02.bin.1.15_contig_13743	1537355
001-SG-02.bin.1.15.fa	001-SG-02.bin.1.15_contig_26929	1794372
001-SG-02.bin.1.15.fa	001-SG-02.bin.1.15_contig_29960	526628
001-SG-02.bin.1.15.fa	001-SG-02.bin.1.15_contig_29961	86037
001-SG-02.bin.1.15.fa	001-SG-02.bin.1.15_contig_39108	555909
001-SG-02.bin.1.150.fa	001-SG-02.bin.1.150_contig_10817	2992600
001-SG-02.bin.1.150.fa	001-SG-02.bin.1.150_contig_121647	278272
001-SG-02.bin.1.150.fa	001-SG-02.bin.1.150_contig_30474	823498
001-SG-02.bin.1.150.fa	001-SG-02.bin.1.150_contig_62116	316406
001-SG-02.bin.1.150.fa	001-SG-02.bin.1.150_contig_6862	453028
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_10018	180475
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_21183	685848
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_24601	1864614
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_5669	312422
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_5671	1785095
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_8790	810434
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_9341	795735
001-SG-02.bin.1.165.fa	001-SG-02.bin.1.165_contig_9343	97784
001-SG-02.bin.1.17.fa	001-SG-02.bin.1.17_contig_21173	958397
001-SG-02.bin.1.17.fa	001-SG-02.bin.1.17_contig_29952	2159554
001-SG-02.bin.1.182.fa	001-SG-02.bin.1.182_contig_113244	254713
001-SG-02.bin.1.182.fa	001-SG-02.bin.1.182_contig_7506	2785148
001-SG-02.bin.1.182.fa	001-SG-02.bin.1.182_contig_85016	502937
001-SG-02.bin.1.182.fa	001-SG-02.bin.1.182_contig_9565	2726362
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_113933	971755
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_115489	176682
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_14076	1498221
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_22091	278574
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_2680	403235
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_33550	473185
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_74306	698453
001-SG-02.bin.1.187.fa	001-SG-02.bin.1.187_contig_88134	213509
001-SG-02.bin.1.188.fa	001-SG-02.bin.1.188_contig_25734	355313
001-SG-02.bin.1.188.fa	001-SG-02.bin.1.188_contig_60120	107516
001-SG-02.bin.1.188.fa	001-SG-02.bin.1.188_contig_70635	811897
001-SG-02.bin.1.19.fa	001-SG-02.bin.1.19_contig_41140	778486
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_113111	161873
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_12628	680100
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_13384	754074
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_23931	907329
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_24078	63084
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_3768	2629805
001-SG-02.bin.1.193.fa	001-SG-02.bin.1.193_contig_59515	314078
001-SG-02.bin.1.198.fa	001-SG-02.bin.1.198_contig_114494	219847
001-SG-02.bin.1.198.fa	001-SG-02.bin.1.198_contig_14757	1254001
001-SG-02.bin.1.198.fa	001-SG-02.bin.1.198_contig_15846	339817
001-SG-02.bin.1.198.fa	001-SG-02.bin.1.198_contig_27997	1309149
001-SG-02.bin.1.198.fa	001-SG-02.bin.1.198_contig_46621	1029127
001-SG-02.bin.1.216.fa	001-SG-02.bin.1.216_contig_10321	101922
001-SG-02.bin.1.216.fa	001-SG-02.bin.1.216_contig_10322	447090
001-SG-02.bin.1.216.fa	001-SG-02.bin.1.216_contig_107480	41814
001-SG-02.bin.1.216.fa	001-SG-02.bin.1.216_contig_108310	37697
001-SG-02.bin.1.216.fa	001-SG-02.bin.1.216_contig_95138	35602
001-SG-02.bin.1.226.fa	001-SG-02.bin.1.226_contig_113391	368570
001-SG-02.bin.1.226.fa	001-SG-02.bin.1.226_contig_113392	62792
001-SG-02.bin.1.226.fa	001-SG-02.bin.1.226_contig_3112	665655
001-SG-02.bin.1.226.fa	001-SG-02.bin.1.226_contig_45252	667017
001-SG-02.bin.1.226.fa	001-SG-02.bin.1.226_contig_8291	2715104
001-SG-02.bin.1.227.fa	001-SG-02.bin.1.227_contig_11767	182044
001-SG-02.bin.1.227.fa	001-SG-02.bin.1.227_contig_119020	677702
001-SG-02.bin.1.227.fa	001-SG-02.bin.1.227_contig_69013	1355560
001-SG-02.bin.1.227.fa	001-SG-02.bin.1.227_contig_89972	1399032
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_10003	173057
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_113905	79680
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_125041	30450
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_17190	1622426
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_43464	298695
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_69881	241157
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_8337	481379
001-SG-02.bin.1.237.fa	001-SG-02.bin.1.237_contig_8816	1739491
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_101741	120217
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_117004	162609
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_15877	674528
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_19497	647011
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_22691	618996
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_22699	328378
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_22700	323251
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_26620	140850
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_37096	316750
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_41398	79026
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_57479	289252
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_67591	103692
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_76994	1031279
001-SG-02.bin.1.239.fa	001-SG-02.bin.1.239_contig_84619	206482
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_101844	137736
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_113050	97109
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_113521	103538
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_114492	147230
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_114803	73220
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_118331	32090
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_25633	76745
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_25636	288080
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_25641	12504
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_30910	165562
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_31897	313171
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_39662	305840
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_39663	52585
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_45287	171775
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_46289	466348
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_53952	139556
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_6056	275222
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_727	159310
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_87778	82141
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_9387	82907
001-SG-02.bin.1.241.fa	001-SG-02.bin.1.241_contig_9391	96271
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_10047	499427
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_115731	76847
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_11622	306053
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_122188	88431
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_14098	221404
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_17550	193030
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_17718	264634
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_18714	369611
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_21125	890548
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_22689	196882
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_2694	361345
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_28339	97382
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_3001	1203903
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_3007	339503
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_30769	152390
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_3915	71447
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_41080	367880
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_45713	163609
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_46209	237808
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_46811	281813
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_47909	285347
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_51472	249588
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_51813	69956
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_56210	68100
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_56386	80636
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_57964	173527
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_65082	203492
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_67705	166525
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_7339	801073
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_7344	132763
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_75005	163239
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_76067	341127
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_82608	73795
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_82736	486794
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_9426	116559
001-SG-02.bin.1.255.fa	001-SG-02.bin.1.255_contig_9798	204165
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_100573	35846
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_10753	82687
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_10754	35182
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_111558	57987
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_123582	332407
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_124924	280308
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_125035	114935
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_28814	306922
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_3313	61385
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_62246	188800
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_72184	109885
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_72367	111591
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_74678	172383
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_83551	40737
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_89885	167486
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_92163	146378
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_95908	124913
001-SG-02.bin.1.263.fa	001-SG-02.bin.1.263_contig_98311	98739
001-SG-02.bin.1.268.fa	001-SG-02.bin.1.268_contig_12878	440221
001-SG-02.bin.1.268.fa	001-SG-02.bin.1.268_contig_15074	608998
001-SG-02.bin.1.268.fa	001-SG-02.bin.1.268_contig_18896	582701
001-SG-02.bin.1.268.fa	001-SG-02.bin.1.268_contig_29813	352897
001-SG-02.bin.1.268.fa	001-SG-02.bin.1.268_contig_5734	453242
001-SG-02.bin.1.27.fa	001-SG-02.bin.1.27_contig_11097	2825016
001-SG-02.bin.1.27.fa	001-SG-02.bin.1.27_contig_5257	1040413
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_116540	166412
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_13521	1792941
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_18499	1118051
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_30146	579611
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_33071	431010
001-SG-02.bin.1.28.fa	001-SG-02.bin.1.28_contig_68035	616405
001-SG-02.bin.1.286.fa	001-SG-02.bin.1.286_contig_37536	417555
001-SG-02.bin.1.286.fa	001-SG-02.bin.1.286_contig_37537	1386339
001-SG-02.bin.1.286.fa	001-SG-02.bin.1.286_contig_37558	125929
001-SG-02.bin.1.286.fa	001-SG-02.bin.1.286_contig_7679	2620097
001-SG-02.bin.1.286.fa	001-SG-02.bin.1.286_contig_90212	134888
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_118131	93637
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_120167	72032
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_123587	522277
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_1280	382612
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_31042	328106
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_3139	140869
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_33235	293264
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_41605	225862
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_48507	411508
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_5484	388937
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_65633	355105
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_79473	301104
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_86768	101498
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_87514	130382
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_92505	123108
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_92962	184057
001-SG-02.bin.1.30.fa	001-SG-02.bin.1.30_contig_96986	64162
001-SG-02.bin.1.317.fa	001-SG-02.bin.1.317_contig_116691	85250
001-SG-02.bin.1.317.fa	001-SG-02.bin.1.317_contig_18652	604419
001-SG-02.bin.1.317.fa	001-SG-02.bin.1.317_contig_79385	64846
001-SG-02.bin.1.317.fa	001-SG-02.bin.1.317_contig_97168	15739
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_117194	217158
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_32757	199153
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_34562	581860
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_39426	554626
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_52282	294098
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_7824	330989
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_9218	1689951
001-SG-02.bin.1.32.fa	001-SG-02.bin.1.32_contig_9348	864817
001-SG-02.bin.1.322.fa	001-SG-02.bin.1.322_contig_107102	53485
001-SG-02.bin.1.322.fa	001-SG-02.bin.1.322_contig_36301	481869
001-SG-02.bin.1.322.fa	001-SG-02.bin.1.322_contig_48428	407689
001-SG-02.bin.1.322.fa	001-SG-02.bin.1.322_contig_97203	32063
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_10410	354732
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_114312	160378
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_12069	337823
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_15384	501233
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_19330	842170
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_29292	106226
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_5581	530248
001-SG-02.bin.1.33.fa	001-SG-02.bin.1.33_contig_5589	151544
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_117339	256857
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_124014	144686
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_37711	527447
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_4642	865008
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_5511	1635694
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_69332	328962
001-SG-02.bin.1.332.fa	001-SG-02.bin.1.332_contig_7467	265129
001-SG-02.bin.1.382.fa	001-SG-02.bin.1.382_contig_11597	4622894
001-SG-02.bin.1.388.fa	001-SG-02.bin.1.388_contig_114255	772862
001-SG-02.bin.1.388.fa	001-SG-02.bin.1.388_contig_12741	3959903
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_26327	1346904
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_2878	192632
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_3848	745905
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_41781	219952
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_45997	673294
001-SG-02.bin.1.400.fa	001-SG-02.bin.1.400_contig_90133	260106
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_109386	154722
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_119847	136089
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_26723	772008
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_3400	1083816
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_43595	578309
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_56105	384477
001-SG-02.bin.1.42.fa	001-SG-02.bin.1.42_contig_92479	371718
001-SG-02.bin.1.43.fa	001-SG-02.bin.1.43_contig_114632	361009
001-SG-02.bin.1.43.fa	001-SG-02.bin.1.43_contig_26121	699727
001-SG-02.bin.1.43.fa	001-SG-02.bin.1.43_contig_4618	3230138
001-SG-02.bin.1.43.fa	001-SG-02.bin.1.43_contig_49523	1289023
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_112566	120633
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_113188	158037
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_113190	290205
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_114679	473166
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_12281	339593
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_2515	142504
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_4182	293966
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_6383	270964
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_7043	748076
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_7121	617055
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_7139	263168
001-SG-02.bin.1.435.fa	001-SG-02.bin.1.435_contig_781	860967
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_117353	33748
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_12336	157582
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_124929	55030
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_24493	297358
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_2625	560866
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_2626	249630
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_26420	109240
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_27202	432874
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_33215	134613
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_34882	406341
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_57245	97158
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_61919	199409
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_87187	153115
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_87635	122264
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_9234	588563
001-SG-02.bin.1.441.fa	001-SG-02.bin.1.441_contig_95837	421767
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_112962	282364
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_11603	303419
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_13869	196438
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_13882	50678
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_149	673648
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_15058	52611
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_22013	636970
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_22457	720657
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_29555	65036
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_34831	61212
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_36371	134983
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_3791	253870
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_38149	177445
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_38152	87100
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_40365	34326
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_49292	93051
001-SG-02.bin.1.442.fa	001-SG-02.bin.1.442_contig_54188	172922
