genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	MAG_status	shared_name	product_1
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_17300	1	728316	765122	TRUE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_17300	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_17300.region001.gbk_region_1	Uncharacterised
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_17499	1	757239	791113	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_17499	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_17499.region001.gbk_region_1	Uncharacterised
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_537	1	171827	198808	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_537	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_537.region001.gbk_region_1	Uncharacterised
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_537	2	711472	769525	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_537	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_537.region002.gbk_region_1	Uncharacterised
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_537	3	831151	912523	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_537	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_537.region003.gbk_region_1	Uncharacterised
054-AR-04.bin.2.262	054-AR-04.bin.2.262_contig_537	4	1000108	1026898	FALSE	putative_wzy_dependent_NO_OPX				054-AR-04.bin.2.262_contig_537	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Promineifilales	f__Promineifilaceae	g__	s__	FLASV30313.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Ardenticatenales,f:Ca_Promineofilaceae,g:midas_g_16734,s:midas_s_16734;	HQ	054-AR-04.bin.2.262_contig_537.region004.gbk_region_1	Uncharacterised
096-US2-26.bin.1.660	096-US2-26.bin.1.660_contig_4263	1	2434730	2451619	FALSE	putative_wzy_dependent				096-US2-26.bin.1.660_contig_4263	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_G	s__Mesorhizobium_G sp023953835	FLASV13110.1306;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:midas_s_13110;	HQ	096-US2-26.bin.1.660_contig_4263.region001.gbk_region_1	Uncharacterised
096-US2-26.bin.1.660	096-US2-26.bin.1.660_contig_4263	2	2632964	2656518	FALSE	putative_wzy_dependent_NO_OPX				096-US2-26.bin.1.660_contig_4263	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_G	s__Mesorhizobium_G sp023953835	FLASV13110.1306;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:midas_s_13110;	HQ	096-US2-26.bin.1.660_contig_4263.region002.gbk_region_1	Uncharacterised
096-US2-26.bin.1.660	096-US2-26.bin.1.660_contig_4263	3	3056119	3116749	FALSE	putative_wzy_dependent				096-US2-26.bin.1.660_contig_4263	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_G	s__Mesorhizobium_G sp023953835	FLASV13110.1306;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:midas_s_13110;	HQ	096-US2-26.bin.1.660_contig_4263.region003.gbk_region_1	Uncharacterised
096-US2-26.bin.1.660	096-US2-26.bin.1.660_contig_4263	4	3847151	3864840	FALSE	cellulose-type-3				096-US2-26.bin.1.660_contig_4263	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_G	s__Mesorhizobium_G sp023953835	FLASV13110.1306;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:midas_s_13110;	HQ	096-US2-26.bin.1.660_contig_4263.region004.gbk_region_1	cellulose-type-3
087-SA-04.bin.1.227	087-SA-04.bin.1.227_contig_7465	1	515764	561043	FALSE	putative_wzy_dependent				087-SA-04.bin.1.227_contig_7465	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__SCUD01	s__	FLASV13466.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:midas_o_26,f:midas_f_98,g:midas_g_13466,s:midas_s_13466;	HQ	087-SA-04.bin.1.227_contig_7465.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.227	087-SA-04.bin.1.227_contig_7465	2	581212	632516	FALSE	putative_wzy_dependent				087-SA-04.bin.1.227_contig_7465	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__SCUD01	s__	FLASV13466.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:midas_o_26,f:midas_f_98,g:midas_g_13466,s:midas_s_13466;	HQ	087-SA-04.bin.1.227_contig_7465.region002.gbk_region_1	Uncharacterised
035-MX-06.bin.1.18	035-MX-06.bin.1.18_contig_26317	1	1081789	1143319	FALSE	putative_wzy_dependent				035-MX-06.bin.1.18_contig_26317	Uncharacterised	1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__UBA4427	s__	FLASV116065.1376;tax=d:Bacteria,p:SAR324_cladeMarine_group_B,c:midas_c_814,o:midas_o_928,f:midas_f_50335,g:midas_g_50335,s:midas_s_60778;	HQ	035-MX-06.bin.1.18_contig_26317.region001.gbk_region_1	Uncharacterised
035-MX-06.bin.1.18	035-MX-06.bin.1.18_contig_38181	1	1163876	1185429	FALSE	putative_ABC_or_wzy_dependent				035-MX-06.bin.1.18_contig_38181	Uncharacterised	1	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__UBA4427	s__	FLASV116065.1376;tax=d:Bacteria,p:SAR324_cladeMarine_group_B,c:midas_c_814,o:midas_o_928,f:midas_f_50335,g:midas_g_50335,s:midas_s_60778;	HQ	035-MX-06.bin.1.18_contig_38181.region001.gbk_region_1	Uncharacterised
088-SA-05.bin.2.137	088-SA-05.bin.2.137_contig_29616	1	298319	350802	FALSE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.2.137_contig_29616	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__Anaerolinea sp029975965	FLASV10552.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Anaerolinea,s:midas_s_10552;	HQ	088-SA-05.bin.2.137_contig_29616.region001.gbk_region_1	Uncharacterised
088-SA-05.bin.2.137	088-SA-05.bin.2.137_contig_636	1	1104033	1159652	TRUE	putative_wzy_dependent_NO_OPX				088-SA-05.bin.2.137_contig_636	Uncharacterised	1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__Anaerolinea sp029975965	FLASV10552.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Anaerolinea,s:midas_s_10552;	HQ	088-SA-05.bin.2.137_contig_636.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_196305	1	76309	107407	FALSE	putative_wzy_dependent				060-AU-05.bin.1.581_contig_196305	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	s__	FLASV32125.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:SC-I-84,g:midas_g_1341,s:midas_s_32125;	HQ	060-AU-05.bin.1.581_contig_196305.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_5573	1	1701530	1724324	FALSE	putative_wzy_dependent				060-AU-05.bin.1.581_contig_5573	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	s__	FLASV32125.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:SC-I-84,g:midas_g_1341,s:midas_s_32125;	HQ	060-AU-05.bin.1.581_contig_5573.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_85412	1	170761	217957	FALSE	putative_ABC_dependent_NO_OPX				060-AU-05.bin.1.581_contig_85412	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	s__	FLASV32125.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:SC-I-84,g:midas_g_1341,s:midas_s_32125;	HQ	060-AU-05.bin.1.581_contig_85412.region001.gbk_region_1	Uncharacterised
096-US2-26.bin.1.408	096-US2-26.bin.1.408_contig_20174	1	666143	701511	FALSE	putative_wzy_dependent				096-US2-26.bin.1.408_contig_20174	Uncharacterised	1	d__Bacteria	p__Armatimonadota	c__Abditibacteriia	o__Abditibacteriales	f__Abditibacteriaceae	g__JAFAZH01	s__	FLASV28977.1336;tax=d:Bacteria,p:Abditibacteriota,c:Abditibacteria,o:Abditibacteriales,f:Abditibacteriaceae,g:Abditibacterium,s:midas_s_28977;	HQ	096-US2-26.bin.1.408_contig_20174.region001.gbk_region_1	Uncharacterised
096-US2-26.bin.1.408	096-US2-26.bin.1.408_contig_20174	2	1678498	1719454	FALSE	putative_wzy_dependent				096-US2-26.bin.1.408_contig_20174	Uncharacterised	1	d__Bacteria	p__Armatimonadota	c__Abditibacteriia	o__Abditibacteriales	f__Abditibacteriaceae	g__JAFAZH01	s__	FLASV28977.1336;tax=d:Bacteria,p:Abditibacteriota,c:Abditibacteria,o:Abditibacteriales,f:Abditibacteriaceae,g:Abditibacterium,s:midas_s_28977;	HQ	096-US2-26.bin.1.408_contig_20174.region002.gbk_region_1	Uncharacterised
096-US2-26.bin.1.408	096-US2-26.bin.1.408_contig_62229	1	499757	548510	FALSE	putative_wzy_dependent_NO_OPX				096-US2-26.bin.1.408_contig_62229	Uncharacterised	1	d__Bacteria	p__Armatimonadota	c__Abditibacteriia	o__Abditibacteriales	f__Abditibacteriaceae	g__JAFAZH01	s__	FLASV28977.1336;tax=d:Bacteria,p:Abditibacteriota,c:Abditibacteria,o:Abditibacteriales,f:Abditibacteriaceae,g:Abditibacterium,s:midas_s_28977;	HQ	096-US2-26.bin.1.408_contig_62229.region001.gbk_region_1	Uncharacterised
092-US1-44.bin.1.49	092-US1-44.bin.1.49_contig_10237	1	253512	306577	FALSE	putative_wzy_dependent				092-US1-44.bin.1.49_contig_10237	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__JAKFWF01	s__	FLASV5650.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:midas_s_1257;	HQ	092-US1-44.bin.1.49_contig_10237.region001.gbk_region_1	Uncharacterised
092-US1-44.bin.1.49	092-US1-44.bin.1.49_contig_578	1	1420641	1433668	FALSE	pel-like				092-US1-44.bin.1.49_contig_578	Synthase	2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__JAKFWF01	s__	FLASV5650.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:midas_s_1257;	HQ	092-US1-44.bin.1.49_contig_578.region001.gbk_region_1	pel-like
092-US1-44.bin.1.49	092-US1-44.bin.1.49_contig_578	2	1663580	1681122	FALSE	putative_wzy_dependent				092-US1-44.bin.1.49_contig_578	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__JAKFWF01	s__	FLASV5650.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:midas_s_1257;	HQ	092-US1-44.bin.1.49_contig_578.region002.gbk_region_1	Uncharacterised
092-US1-44.bin.1.49	092-US1-44.bin.1.49_contig_578	3	2201166	2219310	FALSE	putative_wzy_dependent_NO_OPX				092-US1-44.bin.1.49_contig_578	Uncharacterised	1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__JAKFWF01	s__	FLASV5650.1404;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:midas_s_1257;	HQ	092-US1-44.bin.1.49_contig_578.region003.gbk_region_1	Uncharacterised
082-NL-09.bin.1.194	082-NL-09.bin.1.194_contig_1742	1	1255705	1299657	FALSE	putative_ABC_dependent_NO_OPX				082-NL-09.bin.1.194_contig_1742	Uncharacterised	1	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Bryobacteraceae	g__CAADGY01	s__CAADGY01 sp900696665	FLASV15300.1322;tax=d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:midas_s_15300;	HQ	082-NL-09.bin.1.194_contig_1742.region001.gbk_region_1	Uncharacterised
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_29480	1	55258	123341	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_29480	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_29480.region001.gbk_region_1	Uncharacterised
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_36069	1	270493	300453	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_36069	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_36069.region001.gbk_region_1	Uncharacterised
075-IN-06.bin.1.172	075-IN-06.bin.1.172_contig_8175	1	43961	84603	FALSE	putative_wzy_dependent				075-IN-06.bin.1.172_contig_8175	Uncharacterised	1	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__RQOF01	s__	FLASV22913.1384;tax=d:Bacteria,p:Calditrichota,c:Calditrichia,o:Calditrichales,f:Calditrichaceae,g:Calorithrix,s:midas_s_22913;	HQ	075-IN-06.bin.1.172_contig_8175.region001.gbk_region_1	Uncharacterised
020-NO1-03.bin.2.252	020-NO1-03.bin.2.252_contig_129213	1	109030	147769	TRUE	putative_wzy_dependent_NO_OPX				020-NO1-03.bin.2.252_contig_129213	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA8139	g__JALOLF01	s__	FLASV13124.1352;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Lachnospirales,f:Lachnospiraceae,g:Ruminococcus_torques_group,s:Ruminococcus_faecis;	HQ	020-NO1-03.bin.2.252_contig_129213.region001.gbk_region_1	Uncharacterised
020-NO1-03.bin.2.252	020-NO1-03.bin.2.252_contig_19532	1	433935	527186	FALSE	putative_wzy_dependent_NO_OPX				020-NO1-03.bin.2.252_contig_19532	Uncharacterised	1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA8139	g__JALOLF01	s__	FLASV13124.1352;tax=d:Bacteria,p:Firmicutes,c:Clostridia,o:Lachnospirales,f:Lachnospiraceae,g:Ruminococcus_torques_group,s:Ruminococcus_faecis;	HQ	020-NO1-03.bin.2.252_contig_19532.region001.gbk_region_1	Uncharacterised
