genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	shared_name	product_1
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_156295	1	128315	188535	FALSE	Uncharacterised				004-NL-18.bin.1.677_contig_156295	Uncharacterised	1	004-NL-18.bin.1.677_contig_156295.region001.gbk_region_1	Uncharacterised
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_72207	1	945618	977880	FALSE	Uncharacterised				004-NL-18.bin.1.677_contig_72207	Uncharacterised	1	004-NL-18.bin.1.677_contig_72207.region001.gbk_region_1	Uncharacterised
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_81059	1	453527	522404	FALSE	Uncharacterised				004-NL-18.bin.1.677_contig_81059	Uncharacterised	1	004-NL-18.bin.1.677_contig_81059.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_196305	1	71309	112407	FALSE	Uncharacterised				060-AU-05.bin.1.581_contig_196305	Uncharacterised	1	060-AU-05.bin.1.581_contig_196305.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_5573	1	1696530	1729324	FALSE	Uncharacterised				060-AU-05.bin.1.581_contig_5573	Uncharacterised	1	060-AU-05.bin.1.581_contig_5573.region001.gbk_region_1	Uncharacterised
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_85412	1	165761	222957	FALSE	Uncharacterised				060-AU-05.bin.1.581_contig_85412	Uncharacterised	1	060-AU-05.bin.1.581_contig_85412.region001.gbk_region_1	Uncharacterised
040-UK-14.bin.2.416	040-UK-14.bin.2.416_contig_49272	1	42450	68401	FALSE	MiDAS_GCF_10				040-UK-14.bin.2.416_contig_49272	Uncharacterised	1	040-UK-14.bin.2.416_contig_49272.region001.gbk_region_1	MiDAS_GCF_10
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_10116	1	940160	982529	FALSE	Uncharacterised				063-AU-32.bin.1.712_contig_10116	Uncharacterised	1	063-AU-32.bin.1.712_contig_10116.region001.gbk_region_1	Uncharacterised
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_10116	2	1648075	1704291	FALSE	Zooglan				063-AU-32.bin.1.712_contig_10116	Wzx/Wzy	3	063-AU-32.bin.1.712_contig_10116.region002.gbk_region_1	Zooglan
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_9790	1	1141409	1183562	FALSE	Uncharacterised				063-AU-32.bin.1.712_contig_9790	Uncharacterised	1	063-AU-32.bin.1.712_contig_9790.region001.gbk_region_1	Uncharacterised
087-SA-04.bin.1.757	087-SA-04.bin.1.757_contig_11066	1	184	46947	TRUE	Zooglan				087-SA-04.bin.1.757_contig_11066	Wzx/Wzy	3	087-SA-04.bin.1.757_contig_11066.region001.gbk_region_1	Zooglan
087-SA-04.bin.1.757	087-SA-04.bin.1.757_contig_12121	1	20163	86565	FALSE	Uncharacterised				087-SA-04.bin.1.757_contig_12121	Uncharacterised	1	087-SA-04.bin.1.757_contig_12121.region001.gbk_region_1	Uncharacterised
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_120069	1	117947	154031	FALSE	Uncharacterised				009-AU-01.bin.1.95_contig_120069	Uncharacterised	1	009-AU-01.bin.1.95_contig_120069.region001.gbk_region_1	Uncharacterised
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_120069	2	202526	248623	FALSE	Uncharacterised				009-AU-01.bin.1.95_contig_120069	Uncharacterised	1	009-AU-01.bin.1.95_contig_120069.region002.gbk_region_1	Uncharacterised
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_156148	1	8315	41824	TRUE	Uncharacterised				009-AU-01.bin.1.95_contig_156148	Uncharacterised	1	009-AU-01.bin.1.95_contig_156148.region001.gbk_region_1	Uncharacterised
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_15724	1	1361133	1438402	FALSE	Uncharacterised				009-AU-01.bin.1.95_contig_15724	Uncharacterised	1	009-AU-01.bin.1.95_contig_15724.region001.gbk_region_1	Uncharacterised
058-AR-20.bin.1.435	058-AR-20.bin.1.435_contig_1880	1	161906	212582	FALSE	Uncharacterised				058-AR-20.bin.1.435_contig_1880	Uncharacterised	1	058-AR-20.bin.1.435_contig_1880.region001.gbk_region_1	Uncharacterised
097-US2-29.bin.1.153	097-US2-29.bin.1.153_contig_3454	1	765552	792254	FALSE	MiDAS_GCF_6				097-US2-29.bin.1.153_contig_3454	Uncharacterised	1	097-US2-29.bin.1.153_contig_3454.region001.gbk_region_1	MiDAS_GCF_6
018-CH-08.bin.1.477	018-CH-08.bin.1.477_contig_15289	1	2233083	2326208	TRUE	Uncharacterised				018-CH-08.bin.1.477_contig_15289	Uncharacterised	1	018-CH-08.bin.1.477_contig_15289.region001.gbk_region_1	Uncharacterised
018-CH-08.bin.1.477	018-CH-08.bin.1.477_contig_33437	1	341737	405764	FALSE	Uncharacterised				018-CH-08.bin.1.477_contig_33437	Uncharacterised	1	018-CH-08.bin.1.477_contig_33437.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_45083	1	168946	228222	FALSE	Uncharacterised				073-IL-01.bin.1.205_contig_45083	Uncharacterised	1	073-IL-01.bin.1.205_contig_45083.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_55845	1	808391	873860	FALSE	Uncharacterised				073-IL-01.bin.1.205_contig_55845	Uncharacterised	1	073-IL-01.bin.1.205_contig_55845.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_55845	2	1132060	1185138	FALSE	Uncharacterised				073-IL-01.bin.1.205_contig_55845	Uncharacterised	1	073-IL-01.bin.1.205_contig_55845.region002.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_11009	1	764679	827717	FALSE	Uncharacterised				037-NO2-03.bin.1.218_contig_11009	Uncharacterised	1	037-NO2-03.bin.1.218_contig_11009.region001.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_11009	2	1020622	1108927	FALSE	Uncharacterised				037-NO2-03.bin.1.218_contig_11009	Uncharacterised	1	037-NO2-03.bin.1.218_contig_11009.region002.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_26938	1	564889	622246	FALSE	Uncharacterised				037-NO2-03.bin.1.218_contig_26938	Uncharacterised	1	037-NO2-03.bin.1.218_contig_26938.region001.gbk_region_1	Uncharacterised
067-CH-23.bin.2.203	067-CH-23.bin.2.203_contig_113455	1	310910	376074	FALSE	Uncharacterised				067-CH-23.bin.2.203_contig_113455	Uncharacterised	1	067-CH-23.bin.2.203_contig_113455.region001.gbk_region_1	Uncharacterised
067-CH-23.bin.2.203	067-CH-23.bin.2.203_contig_47097	1	85530	153907	TRUE	Uncharacterised				067-CH-23.bin.2.203_contig_47097	Uncharacterised	1	067-CH-23.bin.2.203_contig_47097.region001.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.356	037-NO2-03.bin.1.356_contig_13154	1	2937205	2976076	FALSE	Uncharacterised				037-NO2-03.bin.1.356_contig_13154	Uncharacterised	1	037-NO2-03.bin.1.356_contig_13154.region001.gbk_region_1	Uncharacterised
095-US2-13.bin.1.299	095-US2-13.bin.1.299_contig_17384	1	0	58015	TRUE	Uncharacterised				095-US2-13.bin.1.299_contig_17384	Uncharacterised	1	095-US2-13.bin.1.299_contig_17384.region001.gbk_region_1	Uncharacterised
095-US2-13.bin.1.299	095-US2-13.bin.1.299_contig_5706	1	119104	151412	FALSE	Uncharacterised				095-US2-13.bin.1.299_contig_5706	Uncharacterised	1	095-US2-13.bin.1.299_contig_5706.region001.gbk_region_1	Uncharacterised
033-IN-11.bin.1.307	033-IN-11.bin.1.307_contig_15168	1	123225	188320	FALSE	Uncharacterised				033-IN-11.bin.1.307_contig_15168	Uncharacterised	1	033-IN-11.bin.1.307_contig_15168.region001.gbk_region_1	Uncharacterised
034-IT-09.bin.1.474	034-IT-09.bin.1.474_contig_23717	1	470383	506518	FALSE	Uncharacterised				034-IT-09.bin.1.474_contig_23717	Uncharacterised	1	034-IT-09.bin.1.474_contig_23717.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.89	008-AR-23.bin.1.89_contig_14959	1	1259764	1292218	FALSE	Uncharacterised				008-AR-23.bin.1.89_contig_14959	Uncharacterised	1	008-AR-23.bin.1.89_contig_14959.region001.gbk_region_1	Uncharacterised
008-AR-23.bin.1.89	008-AR-23.bin.1.89_contig_14959	2	2268061	2329264	FALSE	Uncharacterised				008-AR-23.bin.1.89_contig_14959	Uncharacterised	1	008-AR-23.bin.1.89_contig_14959.region002.gbk_region_1	Uncharacterised
002-MX-07.bin.1.730	002-MX-07.bin.1.730_contig_17894	1	1954824	2025829	FALSE	Uncharacterised				002-MX-07.bin.1.730_contig_17894	Uncharacterised	1	002-MX-07.bin.1.730_contig_17894.region001.gbk_region_1	Uncharacterised
002-MX-07.bin.1.730	002-MX-07.bin.1.730_contig_17894	2	2470561	2500107	FALSE	MiDAS_GCF_6				002-MX-07.bin.1.730_contig_17894	Uncharacterised	1	002-MX-07.bin.1.730_contig_17894.region002.gbk_region_1	MiDAS_GCF_6
086-SA-02.bin.2.39	086-SA-02.bin.2.39_contig_1392	1	391140	402556	FALSE	Fructansucrase				086-SA-02.bin.2.39_contig_1392	Sucrase	4	086-SA-02.bin.2.39_contig_1392.region001.gbk_region_1	Fructansucrase
086-SA-02.bin.2.39	086-SA-02.bin.2.39_contig_1392	2	2120102	2142584	FALSE	Pel				086-SA-02.bin.2.39_contig_1392	Synthase	2	086-SA-02.bin.2.39_contig_1392.region002.gbk_region_1	Pel
053-PL-24.bin.1.1	053-PL-24.bin.1.1_contig_11724	1	270706	316911	FALSE	Uncharacterised				053-PL-24.bin.1.1_contig_11724	Uncharacterised	1	053-PL-24.bin.1.1_contig_11724.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.297	094-US2-01.bin.1.297_contig_9260	1	1055693	1159778	FALSE	Uncharacterised				094-US2-01.bin.1.297_contig_9260	Uncharacterised	1	094-US2-01.bin.1.297_contig_9260.region001.gbk_region_1	Uncharacterised
044-US1-41.bin.1.151	044-US1-41.bin.1.151_contig_23265	1	19527	41933	FALSE	Pel				044-US1-41.bin.1.151_contig_23265	Synthase	2	044-US1-41.bin.1.151_contig_23265.region001.gbk_region_1	Pel
044-US1-41.bin.1.151	044-US1-41.bin.1.151_contig_26990	1	143337	191736	FALSE	Uncharacterised				044-US1-41.bin.1.151_contig_26990	Uncharacterised	1	044-US1-41.bin.1.151_contig_26990.region001.gbk_region_1	Uncharacterised
045-US1-87.bin.1.142	045-US1-87.bin.1.142_contig_14637	1	64642	92214	TRUE	Uncharacterised				045-US1-87.bin.1.142_contig_14637	Uncharacterised	1	045-US1-87.bin.1.142_contig_14637.region001.gbk_region_1	Uncharacterised
045-US1-87.bin.1.142	045-US1-87.bin.1.142_contig_14648	1	216715	267088	FALSE	Uncharacterised				045-US1-87.bin.1.142_contig_14648	Uncharacterised	1	045-US1-87.bin.1.142_contig_14648.region001.gbk_region_1	Uncharacterised
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	1	1366691	1447649	FALSE	Uncharacterised				089-SG-01.bin.1.88_contig_3782	Uncharacterised	1	089-SG-01.bin.1.88_contig_3782.region001.gbk_region_1	Uncharacterised
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	2	2815645	2842361	FALSE	Uncharacterised				089-SG-01.bin.1.88_contig_3782	Uncharacterised	1	089-SG-01.bin.1.88_contig_3782.region002.gbk_region_1	Uncharacterised
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	3	3398120	3468458	FALSE	Uncharacterised				089-SG-01.bin.1.88_contig_3782	Uncharacterised	1	089-SG-01.bin.1.88_contig_3782.region003.gbk_region_1	Uncharacterised
040-UK-14.bin.1.460	040-UK-14.bin.1.460_contig_27366	1	563295	605010	FALSE	Uncharacterised				040-UK-14.bin.1.460_contig_27366	Uncharacterised	1	040-UK-14.bin.1.460_contig_27366.region001.gbk_region_1	Uncharacterised
040-UK-14.bin.1.460	040-UK-14.bin.1.460_contig_96558	1	114736	235096	FALSE	Uncharacterised				040-UK-14.bin.1.460_contig_96558	Uncharacterised	1	040-UK-14.bin.1.460_contig_96558.region001.gbk_region_1	Uncharacterised
044-US1-41.bin.1.66	044-US1-41.bin.1.66_contig_1869	1	271110	302546	FALSE	Uncharacterised				044-US1-41.bin.1.66_contig_1869	Uncharacterised	1	044-US1-41.bin.1.66_contig_1869.region001.gbk_region_1	Uncharacterised
044-US1-41.bin.1.66	044-US1-41.bin.1.66_contig_31021	1	160950	192076	FALSE	MiDAS_GCF_8				044-US1-41.bin.1.66_contig_31021	Uncharacterised	1	044-US1-41.bin.1.66_contig_31021.region001.gbk_region_1	MiDAS_GCF_8
061-AU-11.bin.1.119	061-AU-11.bin.1.119_contig_23179	1	50348	65827	FALSE	PNAG (pga)				061-AU-11.bin.1.119_contig_23179	Synthase	2	061-AU-11.bin.1.119_contig_23179.region001.gbk_region_1	PNAG (pga)
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	1	185428	254491	FALSE	Uncharacterised				092-US1-44.bin.c.23_contig_1944	Uncharacterised	1	092-US1-44.bin.c.23_contig_1944.region001.gbk_region_1	Uncharacterised
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	2	2015356	2068436	FALSE	Uncharacterised				092-US1-44.bin.c.23_contig_1944	Uncharacterised	1	092-US1-44.bin.c.23_contig_1944.region002.gbk_region_1	Uncharacterised
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	3	2857556	2903763	FALSE	Uncharacterised				092-US1-44.bin.c.23_contig_1944	Uncharacterised	1	092-US1-44.bin.c.23_contig_1944.region003.gbk_region_1	Uncharacterised
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	4	3771135	3816178	FALSE	Uncharacterised				092-US1-44.bin.c.23_contig_1944	Uncharacterised	1	092-US1-44.bin.c.23_contig_1944.region004.gbk_region_1	Uncharacterised
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_13641	1	308155	373173	TRUE	Uncharacterised				031-CZ-17.bin.1.176_contig_13641	Uncharacterised	1	031-CZ-17.bin.1.176_contig_13641.region001.gbk_region_1	Uncharacterised
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	1	2684	49161	TRUE	Uncharacterised				031-CZ-17.bin.1.176_contig_18571	Uncharacterised	1	031-CZ-17.bin.1.176_contig_18571.region001.gbk_region_1	Uncharacterised
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	2	94497	150199	FALSE	Uncharacterised				031-CZ-17.bin.1.176_contig_18571	Uncharacterised	1	031-CZ-17.bin.1.176_contig_18571.region002.gbk_region_1	Uncharacterised
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	3	772690	791375	TRUE	Uncharacterised				031-CZ-17.bin.1.176_contig_18571	Uncharacterised	1	031-CZ-17.bin.1.176_contig_18571.region003.gbk_region_1	Uncharacterised
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_3924	1	545882	576017	FALSE	Uncharacterised				031-CZ-17.bin.1.176_contig_3924	Uncharacterised	1	031-CZ-17.bin.1.176_contig_3924.region001.gbk_region_1	Uncharacterised
064-CA-01.bin.1.289	064-CA-01.bin.1.289_contig_38135	1	44708	100284	FALSE	Uncharacterised				064-CA-01.bin.1.289_contig_38135	Uncharacterised	1	064-CA-01.bin.1.289_contig_38135.region001.gbk_region_1	Uncharacterised
038-SE-10.bin.1.326	038-SE-10.bin.1.326_contig_83022	1	0	52608	TRUE	Uncharacterised				038-SE-10.bin.1.326_contig_83022	Uncharacterised	1	038-SE-10.bin.1.326_contig_83022.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.445	073-IL-01.bin.1.445_contig_36886	1	71655	139589	FALSE	Uncharacterised				073-IL-01.bin.1.445_contig_36886	Uncharacterised	1	073-IL-01.bin.1.445_contig_36886.region001.gbk_region_1	Uncharacterised
089-SG-01.bin.1.904	089-SG-01.bin.1.904_contig_12035	1	453338	521717	FALSE	Uncharacterised				089-SG-01.bin.1.904_contig_12035	Uncharacterised	1	089-SG-01.bin.1.904_contig_12035.region001.gbk_region_1	Uncharacterised
089-SG-01.bin.1.904	089-SG-01.bin.1.904_contig_37221	1	914524	979143	FALSE	Zooglan				089-SG-01.bin.1.904_contig_37221	Wzx/Wzy	3	089-SG-01.bin.1.904_contig_37221.region001.gbk_region_1	Zooglan
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	1	89063	145641	FALSE	Uncharacterised				037-NO2-03.bin.1.285_contig_8747	Uncharacterised	1	037-NO2-03.bin.1.285_contig_8747.region001.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	2	772705	812474	FALSE	Uncharacterised				037-NO2-03.bin.1.285_contig_8747	Uncharacterised	1	037-NO2-03.bin.1.285_contig_8747.region002.gbk_region_1	Uncharacterised
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	3	3409890	3437476	FALSE	Uncharacterised				037-NO2-03.bin.1.285_contig_8747	Uncharacterised	1	037-NO2-03.bin.1.285_contig_8747.region003.gbk_region_1	Uncharacterised
033-IN-11.bin.1.6	033-IN-11.bin.1.6_contig_120572	1	360532	385487	FALSE	MiDAS_GCF_4				033-IN-11.bin.1.6_contig_120572	Uncharacterised	1	033-IN-11.bin.1.6_contig_120572.region001.gbk_region_1	MiDAS_GCF_4
033-IN-11.bin.1.6	033-IN-11.bin.1.6_contig_1696	1	14139	87872	TRUE	Uncharacterised				033-IN-11.bin.1.6_contig_1696	Uncharacterised	1	033-IN-11.bin.1.6_contig_1696.region001.gbk_region_1	Uncharacterised
035-MX-06.bin.c.23	035-MX-06.bin.c.23_contig_9125	1	306378	349487	FALSE	MiDAS_GCF_4				035-MX-06.bin.c.23_contig_9125	Uncharacterised	1	035-MX-06.bin.c.23_contig_9125.region001.gbk_region_1	MiDAS_GCF_4
035-MX-06.bin.c.23	035-MX-06.bin.c.23_contig_9125	2	2582234	2627160	FALSE	Uncharacterised				035-MX-06.bin.c.23_contig_9125	Uncharacterised	1	035-MX-06.bin.c.23_contig_9125.region002.gbk_region_1	Uncharacterised
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	1	2778783	2801772	FALSE	Pel				096-US2-26.bin.1.18_contig_9387	Synthase	2	096-US2-26.bin.1.18_contig_9387.region001.gbk_region_1	Pel
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	2	2971298	3002986	FALSE	Uncharacterised				096-US2-26.bin.1.18_contig_9387	Uncharacterised	1	096-US2-26.bin.1.18_contig_9387.region002.gbk_region_1	Uncharacterised
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	3	3108618	3137349	FALSE	MiDAS_GCF_6				096-US2-26.bin.1.18_contig_9387	Uncharacterised	1	096-US2-26.bin.1.18_contig_9387.region003.gbk_region_1	MiDAS_GCF_6
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	4	3219986	3251203	FALSE	Uncharacterised				096-US2-26.bin.1.18_contig_9387	Uncharacterised	1	096-US2-26.bin.1.18_contig_9387.region004.gbk_region_1	Uncharacterised
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	5	3386601	3454962	FALSE	Uncharacterised				096-US2-26.bin.1.18_contig_9387	Uncharacterised	1	096-US2-26.bin.1.18_contig_9387.region005.gbk_region_1	Uncharacterised
094-US2-01.bin.1.254	094-US2-01.bin.1.254_contig_16455	1	12559	55990	TRUE	Uncharacterised				094-US2-01.bin.1.254_contig_16455	Uncharacterised	1	094-US2-01.bin.1.254_contig_16455.region001.gbk_region_1	Uncharacterised
094-US2-01.bin.1.254	094-US2-01.bin.1.254_contig_16455	2	495194	580171	FALSE	Uncharacterised				094-US2-01.bin.1.254_contig_16455	Uncharacterised	1	094-US2-01.bin.1.254_contig_16455.region002.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.1	021-CZ-11.bin.1.1_contig_42833	1	419921	454635	FALSE	Uncharacterised				021-CZ-11.bin.1.1_contig_42833	Uncharacterised	1	021-CZ-11.bin.1.1_contig_42833.region001.gbk_region_1	Uncharacterised
021-CZ-11.bin.1.1	021-CZ-11.bin.1.1_contig_47728	1	484709	529482	TRUE	Uncharacterised				021-CZ-11.bin.1.1_contig_47728	Uncharacterised	1	021-CZ-11.bin.1.1_contig_47728.region001.gbk_region_1	Uncharacterised
073-IL-01.bin.1.59	073-IL-01.bin.1.59_contig_20674	1	39307	101295	FALSE	Uncharacterised				073-IL-01.bin.1.59_contig_20674	Uncharacterised	1	073-IL-01.bin.1.59_contig_20674.region001.gbk_region_1	Uncharacterised
089-SG-01.bin.1.114	089-SG-01.bin.1.114_contig_26461	1	178568	231359	FALSE	Uncharacterised				089-SG-01.bin.1.114_contig_26461	Uncharacterised	1	089-SG-01.bin.1.114_contig_26461.region001.gbk_region_1	Uncharacterised
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	1	65879	105952	FALSE	Zooglan				066-CH-22.bin.1.222_contig_32198	Wzx/Wzy	3	066-CH-22.bin.1.222_contig_32198.region001.gbk_region_1	Zooglan
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	2	603167	662943	FALSE	Uncharacterised				066-CH-22.bin.1.222_contig_32198	Uncharacterised	1	066-CH-22.bin.1.222_contig_32198.region002.gbk_region_1	Uncharacterised
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	3	700518	747399	FALSE	Uncharacterised				066-CH-22.bin.1.222_contig_32198	Uncharacterised	1	066-CH-22.bin.1.222_contig_32198.region003.gbk_region_1	Uncharacterised
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	4	796613	841601	FALSE	Uncharacterised				066-CH-22.bin.1.222_contig_32198	Uncharacterised	1	066-CH-22.bin.1.222_contig_32198.region004.gbk_region_1	Uncharacterised
