001-SG-02.bin.2.130	FLASV75844.1379;tax=d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Nomurabacteria,f:midas_f_28196,g:midas_g_75844,s:midas_s_75844;	97.8
001-SG-02.bin.2.133	FLASV91296.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:midas_g_5535,s:midas_s_33148;	100
001-SG-02.bin.2.134	FLASV2258.1470;tax=d:Bacteria,p:Myxococcota,c:Myxococcia,o:Myxococcales,f:Myxococcaceae,g:midas_g_2258,s:midas_s_2258;	98.8
001-SG-02.bin.2.135	FLASV18353.1303;tax=d:Bacteria,p:Patescibacteria,c:Saccharimonadia,o:Saccharimonadales,f:midas_f_4774,g:midas_g_4774,s:midas_s_18353;	100
001-SG-02.bin.2.136	NA	NA
001-SG-02.bin.2.138	FLASV5951.1406;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:midas_g_5951,s:midas_s_5951;	92.3
001-SG-02.bin.2.139	FLASV82383.1362;tax=d:Bacteria,p:Verrucomicrobiota,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Neochlamydia,s:midas_s_82383;	90.4
001-SG-02.bin.2.14	FLASV46794.1305;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium,s:midas_s_46794;	99.4
001-SG-02.bin.2.142	NA	NA
001-SG-02.bin.2.143	FLASV71215.1491;tax=d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Nomurabacteria,f:midas_f_43426,g:midas_g_43426,s:midas_s_71215;	94.1
001-SG-02.bin.2.15	NA	NA
001-SG-02.bin.2.150	NA	NA
001-SG-02.bin.2.152	FLASV681.1478;tax=d:Bacteria,p:Desulfobacterota,c:midas_c_41,o:midas_o_41,f:midas_f_681,g:midas_g_681,s:midas_s_681;	99.1
001-SG-02.bin.2.153	FLASV112413.1368;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:midas_g_112413,s:midas_s_112413;	100
001-SG-02.bin.2.154	FLASV74712.1381;tax=d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:0319-6G20,f:midas_f_4611,g:midas_g_74712,s:midas_s_74712;	98.3
001-SG-02.bin.2.155	FLASV17362.1340;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_894,s:midas_s_12011;	99.9
001-SG-02.bin.2.156	FLASV22538.1345;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:midas_f_2,g:midas_g_2044,s:midas_s_22538;	100
001-SG-02.bin.2.157	FLASV18552.1316;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales,f:Dongiaceae,g:Dongia,s:Dongia_rigui;	99.9
001-SG-02.bin.2.158	FLASV30498.1377;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_4192,f:midas_f_4192,g:midas_g_30498,s:midas_s_30498;	89.7
001-SG-02.bin.2.159	FLASV4192.1481;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_4192,f:midas_f_4192,g:midas_g_4192,s:midas_s_4192;	99.2
001-SG-02.bin.2.16	NA	NA
001-SG-02.bin.2.160	FLASV75111.1373;tax=d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:0319-6G20,f:midas_f_3092,g:midas_g_38784,s:midas_s_75111;	100
001-SG-02.bin.2.161	FLASV5407.1451;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Comamonas,s:midas_s_3321;	98.3
001-SG-02.bin.2.162	FLASV59548.1368;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:midas_g_59548,s:midas_s_59548;	99.9
001-SG-02.bin.2.164	FLASV71243.1334;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_5116,s:midas_s_71243;	99.9
001-SG-02.bin.2.166	FLASV19679.1359;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Ca_Accumulibacter,s:midas_s_19679;	99.9
001-SG-02.bin.2.168	FLASV40015.1357;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:Fimbriiglobus,s:midas_s_40015;	99.9
001-SG-02.bin.2.17	FLASV79483.1434;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pir4_lineage,s:midas_s_79483;	98.5
001-SG-02.bin.2.173	FLASV113874.1370;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_2104,f:midas_f_7287,g:midas_g_113874,s:midas_s_113874;	97.4
001-SG-02.bin.2.174	FLASV51771.1357;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Ca_Accumulibacter,s:midas_s_51771;	100
001-SG-02.bin.2.175	FLASV4434.1460;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Zoogloea,s:Zoogloea_oryzae;	97.3
001-SG-02.bin.2.176	FLASV9523.1531;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Ca_Accumulibacter,s:Ca_Accumulibacter_phosphatis;	98.7
001-SG-02.bin.2.180	FLASV9357.1476;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:Oikopleura,s:midas_s_9357;	98.6
001-SG-02.bin.2.181	FLASV40738.1314;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:midas_g_33547,s:midas_s_35819;	100
001-SG-02.bin.2.182	FLASV85454.1368;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:midas_g_59548,s:midas_s_85454;	99.9
001-SG-02.bin.2.183	FLASV10112.1341;tax=d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:midas_g_144,s:midas_s_10112;	99.6
001-SG-02.bin.2.184	FLASV45574.1325;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:midas_g_17398,s:midas_s_45574;	98.3
001-SG-02.bin.2.185	FLASV18967.1344;tax=d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Iamiaceae,g:Iamia,s:midas_s_18967;	100
001-SG-02.bin.2.186	FLASV10079.1308;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:midas_s_10079;	99.8
001-SG-02.bin.2.187	FLASV82383.1362;tax=d:Bacteria,p:Verrucomicrobiota,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Neochlamydia,s:midas_s_82383;	88.3
001-SG-02.bin.2.188	FLASV23206.1310;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:midas_o_406,f:midas_f_5670,g:midas_g_18476,s:midas_s_18476;	99.9
001-SG-02.bin.2.189	FLASV16774.1357;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Nitrosococcales,f:Nitrosococcaceae,g:CI75cm.2.12,s:midas_s_16774;	99.2
001-SG-02.bin.2.190	FLASV4336.1435;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_729,s:midas_s_4336;	90.3
001-SG-02.bin.2.191	FLASV11123.1314;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Azospirillales,f:midas_f_406,g:Stella,s:midas_s_11123;	100
001-SG-02.bin.2.192	FLASV33625.1362;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Ahniella,s:midas_s_30132;	100
001-SG-02.bin.2.193	FLASV110274.1316;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:CL500-3,s:midas_s_4986;	100
001-SG-02.bin.2.194	NA	NA
001-SG-02.bin.2.196	FLASV57371.1362;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Blfdi19,f:midas_f_4883,g:midas_g_17004,s:midas_s_25451;	99.7
001-SG-02.bin.2.197	NA	NA
001-SG-02.bin.2.198	FLASV50151.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rubrivivax,s:midas_s_50151;	99.9
001-SG-02.bin.2.199	NA	NA
001-SG-02.bin.2.201	FLASV6735.1478;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_6735;	99.2
001-SG-02.bin.2.202	FLASV59341.1353;tax=d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:Silvanigrellales,f:Silvanigrellaceae,g:Silvanigrella,s:midas_s_41085;	99.9
001-SG-02.bin.2.203	FLASV7489.1478;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:midas_g_2555,s:midas_s_7489;	98.4
001-SG-02.bin.2.204	FLASV4432.1410;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:midas_g_1919,s:midas_s_1919;	97.7
001-SG-02.bin.2.205	FLASV4321.1448;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Bacteroidetes_vadinHA17,g:midas_g_19,s:midas_s_4321;	95.5
001-SG-02.bin.2.206	FLASV61205.1379;tax=d:Bacteria,p:Planctomycetota,c:OM190,o:midas_o_2104,f:midas_f_2104,g:midas_g_61205,s:midas_s_61205;	93.3
001-SG-02.bin.2.207	FLASV14406.1308;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Nordella,s:midas_s_14406;	99
001-SG-02.bin.2.208	FLASV78557.1515;tax=d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Lloydbacteria,f:midas_f_78007,g:midas_g_78007,s:midas_s_78557;	85.6
001-SG-02.bin.2.209	FLASV384.1450;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_384,s:midas_s_384;	100
001-SG-02.bin.2.210	FLASV17264.1370;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Sandaracinaceae,g:midas_g_17264,s:midas_s_17264;	99.9
001-SG-02.bin.2.211	FLASV14512.1303;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:midas_s_14512;	100
001-SG-02.bin.2.212	FLASV4637.1473;tax=d:Bacteria,p:Acidobacteriota,c:Aminicenantia,o:Aminicenantales,f:midas_f_1714,g:midas_g_1714,s:midas_s_1714;	100
001-SG-02.bin.2.214	FLASV47496.1323;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:midas_g_26459,s:midas_s_41055;	100
001-SG-02.bin.2.216	NA	NA
001-SG-02.bin.2.217	FLASV79252.1324;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:midas_g_5463,s:midas_s_43803;	99.9
001-SG-02.bin.2.218	FLASV59994.1349;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:midas_g_29059,s:midas_s_59994;	98.8
001-SG-02.bin.2.219	FLASV57842.1378;tax=d:Bacteria,p:Elusimicrobiota,c:Lineage_IIb,o:midas_o_4963,f:midas_f_4963,g:midas_g_51672,s:midas_s_57842;	98.2
001-SG-02.bin.2.220	FLASV42322.1314;tax=d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:SM1A02,s:midas_s_42322;	97.6
001-SG-02.bin.2.221	FLASV75045.1338;tax=d:Bacteria,p:Bacteroidota,c:Kapabacteria,o:Kapabacteriales,f:midas_f_15976,g:midas_g_15976,s:midas_s_24787;	100
001-SG-02.bin.2.222	NA	NA
001-SG-02.bin.2.224	FLASV54586.1317;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales,f:Dongiaceae,g:Dongia,s:midas_s_14159;	100
001-SG-02.bin.2.225	FLASV77751.1389;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:Oikopleura,s:midas_s_77751;	99.1
001-SG-02.bin.2.226	FLASV19442.1376;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_16904;	99.3
001-SG-02.bin.2.228	FLASV36971.1353;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Saprospiraceae,g:midas_g_1409,s:midas_s_36971;	100
001-SG-02.bin.2.229	FLASV10390.1357;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Ferruginibacter,s:midas_s_10390;	99.8
001-SG-02.bin.2.23	FLASV4461.1450;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Paludibacteraceae,g:Paludibacter,s:midas_s_4262;	90.5
001-SG-02.bin.2.230	FLASV9592.1533;tax=d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:Nitrospira_defluvii;	99.3
001-SG-02.bin.2.231	NA	NA
001-SG-02.bin.2.232	NA	NA
001-SG-02.bin.2.235	FLASV13214.1357;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Ca_Accumulibacter,s:midas_s_13214;	100
001-SG-02.bin.2.237	FLASV66155.1340;tax=d:Bacteria,p:Desulfobacterota,c:midas_c_41,o:midas_o_2276,f:midas_f_5162,g:midas_g_66155,s:midas_s_66155;	91.2
001-SG-02.bin.2.238	NA	NA
001-SG-02.bin.2.239	FLASV14946.1352;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Ramlibacter,s:midas_s_14946;	99.9
001-SG-02.bin.2.24	FLASV1681.1478;tax=d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,s:Streptococcus_parasuis;	96.1
001-SG-02.bin.2.240	FLASV82383.1362;tax=d:Bacteria,p:Verrucomicrobiota,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Neochlamydia,s:midas_s_82383;	91.6
001-SG-02.bin.2.241	NA	NA
001-SG-02.bin.2.243	NA	NA
001-SG-02.bin.2.245	FLASV73008.1369;tax=d:Bacteria,p:Myxococcota,c:bacteriap25,o:midas_o_25924,f:midas_f_73008,g:midas_g_73008,s:midas_s_73008;	90.1
001-SG-02.bin.2.248	FLASV12323.1319;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:RBG-13-54-9,f:Ca_Brachytrichaceae,g:midas_g_12323,s:midas_s_12323;	95.6
001-SG-02.bin.2.25	FLASV90755.1354;tax=d:Bacteria,p:Verrucomicrobiota,c:Chlamydiae,o:LD1-PA32,f:midas_f_76959,g:midas_g_76959,s:midas_s_90755;	100
001-SG-02.bin.2.250	FLASV2346.1476;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_172;	92.8
001-SG-02.bin.2.254	FLASV59350.1351;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,s:midas_s_24896;	99.8
001-SG-02.bin.2.256	FLASV17105.1373;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_17105;	100
001-SG-02.bin.2.257	FLASV40071.1352;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Hydrogenophilaceae,g:midas_g_913,s:midas_s_25994;	100
001-SG-02.bin.2.258	FLASV45255.1335;tax=d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:midas_o_22488,f:midas_f_45255,g:midas_g_45255,s:midas_s_45255;	93.9
001-SG-02.bin.2.26	FLASV40798.1386;tax=d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:midas_g_5504,s:midas_s_40798;	100
001-SG-02.bin.2.266	FLASV15357.1350;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Pelomonas,s:midas_s_15357;	100
001-SG-02.bin.2.269	FLASV10730.1345;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_10730;	99.9
001-SG-02.bin.2.272	FLASV5244.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:midas_g_497,s:midas_s_497;	98.8
001-SG-02.bin.2.274	FLASV7347.1448;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:midas_g_562,s:midas_s_7347;	98.2
001-SG-02.bin.2.275	FLASV41517.1308;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:midas_o_24,f:midas_f_107,g:midas_g_32584,s:midas_s_32584;	99.5
001-SG-02.bin.2.28	FLASV53098.1373;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_17094;	99.7
001-SG-02.bin.2.283	FLASV1410.1447;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_1410;	99.5
001-SG-02.bin.2.285	FLASV2549.1448;tax=d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:midas_g_764,s:midas_s_929;	98.7
001-SG-02.bin.2.287	FLASV11616.1346;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Agitococcus_lubricus_group,s:midas_s_11616;	100
001-SG-02.bin.2.288	FLASV40718.1345;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_40718;	100
001-SG-02.bin.2.289	FLASV4165.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:midas_g_887,s:midas_s_3291;	99.8
001-SG-02.bin.2.290	NA	NA
001-SG-02.bin.2.292	FLASV14681.1307;tax=d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:midas_g_75,s:midas_s_14681;	100
001-SG-02.bin.2.293	NA	NA
001-SG-02.bin.2.295	FLASV67998.1373;tax=d:Bacteria,p:Acidobacteriota,c:Holophagae,o:Subgroup_7,f:midas_f_973,g:midas_g_973,s:midas_s_67998;	99.2
001-SG-02.bin.2.3	FLASV27536.1377;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_27536;	100
001-SG-02.bin.2.30	FLASV34286.1376;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Pajaroellobacter,s:midas_s_34286;	99.9
001-SG-02.bin.2.303	FLASV29595.1344;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales,f:Competibacteraceae,g:Ca_Competibacter,s:midas_s_19929;	100
001-SG-02.bin.2.304	FLASV9294.1461;tax=d:Bacteria,p:Myxococcota,c:Polyangia,o:Haliangiales,f:Haliangiaceae,g:Haliangium,s:midas_s_458;	97.4
001-SG-02.bin.2.305	NA	NA
001-SG-02.bin.2.306	NA	NA
001-SG-02.bin.2.307	NA	NA
001-SG-02.bin.2.308	FLASV75042.1374;tax=d:Bacteria,p:Bdellovibrionota,c:Bdellovibrionia,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,s:midas_s_75042;	99.5
001-SG-02.bin.2.31	NA	NA
001-SG-02.bin.2.310	FLASV117815.1376;tax=d:Bacteria,p:SAR324_cladeMarine_group_B,c:midas_c_814,o:midas_o_928,f:midas_f_28770,g:midas_g_117815,s:midas_s_117815;	91.9
001-SG-02.bin.2.313	NA	NA
001-SG-02.bin.2.314	FLASV52527.1366;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:midas_f_269,g:midas_g_7904,s:midas_s_36787;	100
001-SG-02.bin.2.315	FLASV4981.1425;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:midas_g_940,s:midas_s_3653;	99.1
001-SG-02.bin.2.316	FLASV11612.1331;tax=d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:Ca_Villigracilis,s:midas_s_5520;	100
001-SG-02.bin.2.317	FLASV5139.1459;tax=d:Bacteria,p:Myxococcota,c:Myxococcia,o:Myxococcales,f:Myxococcaceae,g:P3OB-42,s:midas_s_4524;	100
001-SG-02.bin.2.318	FLASV103409.1336;tax=d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Isosphaerales,f:Isosphaeraceae,g:Singulisphaera,s:midas_s_103409;	100
001-SG-02.bin.2.319	NA	NA
001-SG-02.bin.2.32	FLASV23485.1357;tax=d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:37-13,g:midas_g_1851,s:midas_s_23485;	99.9
001-SG-02.bin.2.320	FLASV9489.1471;tax=d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:midas_f_269,g:midas_g_269,s:midas_s_9149;	94.2
