genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc	Category	n_Category	Domain	Phylum	Class	Order	Family	Genus	Species	shared_name	product_1
GCF_011320115.1_genomic	NZ_JAANOZ010000016.1	1	3009	37923	TRUE	putative_wzy_dependent_NO_OPX				NZ_JAANOZ010000016.1 Altererythrobacter segetis strain YJ20 16, whole genome shotgun sequence	Uncharacterised	1								NZ_JAANOZ010000016.1.region001.gbk_region_1	Uncharacterised
GCF_011320115.1_genomic	NZ_JAANOZ010000003.1	1	19231	45277	FALSE	sphingomonadales_eps				NZ_JAANOZ010000003.1 Altererythrobacter segetis strain YJ20 3, whole genome shotgun sequence	NA									NZ_JAANOZ010000003.1.region001.gbk_region_1	sphingomonadales_eps
GCF_011320115.1_genomic	NZ_JAANOZ010000005.1	1	121163	156819	FALSE	putative_wzy_dependent				NZ_JAANOZ010000005.1 Altererythrobacter segetis strain YJ20 5, whole genome shotgun sequence	Uncharacterised	1								NZ_JAANOZ010000005.1.region001.gbk_region_1	Uncharacterised
GCF_001015195.1_genomic	NZ_LDES01000024.1	1	319964	382794	FALSE	putative_wzy_dependent				NZ_LDES01000024.1 Sphingomonas sp. Y57 scaffold24, whole genome shotgun sequence	Uncharacterised	1								NZ_LDES01000024.1.region001.gbk_region_1	Uncharacterised
GCF_001015195.1_genomic	NZ_LDES01000047.1	1	55372	77471	TRUE	putative_wzy_dependent				NZ_LDES01000047.1 Sphingomonas sp. Y57 scaffold47, whole genome shotgun sequence	Uncharacterised	1								NZ_LDES01000047.1.region001.gbk_region_1	Uncharacterised
GCF_001015195.1_genomic	NZ_LDES01000074.1	1	30459	68313	FALSE	putative_wzy_dependent				NZ_LDES01000074.1 Sphingomonas sp. Y57 scaffold74, whole genome shotgun sequence	Uncharacterised	1								NZ_LDES01000074.1.region001.gbk_region_1	Uncharacterised
GCF_015240255.1_genomic	NZ_CP061205.1	1	1354880	1399692	FALSE	putative_wzy_dependent				NZ_CP061205.1 Kordiimonas pumila strain N18 chromosome, complete genome	Uncharacterised	1								NZ_CP061205.1.region001.gbk_region_1	Uncharacterised
GCF_015240255.1_genomic	NZ_CP061205.1	2	2274233	2300064	FALSE	putative_wzy_dependent				NZ_CP061205.1 Kordiimonas pumila strain N18 chromosome, complete genome	Uncharacterised	1								NZ_CP061205.1.region002.gbk_region_1	Uncharacterised
GCA_947501325.1_genomic	CANMVC010000001.1	1	948533	972257	FALSE	putative_wzy_dependent				CANMVC010000001.1 uncultured Sphingomonadaceae bacterium isolate 245.fasta genome assembly, contig: NODE_1, whole genome shotgun sequence	Uncharacterised	1								CANMVC010000001.1.region001.gbk_region_1	Uncharacterised
GCA_947501325.1_genomic	CANMVC010000002.1	1	0	24922	TRUE	sphingomonadales_eps				CANMVC010000002.1 uncultured Sphingomonadaceae bacterium isolate 245.fasta genome assembly, contig: NODE_2, whole genome shotgun sequence	NA									CANMVC010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCA_947501325.1_genomic	CANMVC010000002.1	2	204542	241134	FALSE	putative_wzy_dependent				CANMVC010000002.1 uncultured Sphingomonadaceae bacterium isolate 245.fasta genome assembly, contig: NODE_2, whole genome shotgun sequence	Uncharacterised	1								CANMVC010000002.1.region002.gbk_region_1	Uncharacterised
GCA_947501325.1_genomic	CANMVC010000003.1	1	19570	55995	TRUE	putative_wzy_dependent				CANMVC010000003.1 uncultured Sphingomonadaceae bacterium isolate 245.fasta genome assembly, contig: NODE_3, whole genome shotgun sequence	Uncharacterised	1								CANMVC010000003.1.region001.gbk_region_1	Uncharacterised
GCF_009827305.1_genomic	NZ_WTYJ01000001.1	1	1838774	1892422	TRUE	putative_wzy_dependent				NZ_WTYJ01000001.1 Croceibacterium xixiisoli strain S36 NODE_1_length_1905001, whole genome shotgun sequence	Uncharacterised	1								NZ_WTYJ01000001.1.region001.gbk_region_1	Uncharacterised
GCF_009827305.1_genomic	NZ_WTYJ01000002.1	1	782347	809884	FALSE	sphingomonadales_eps				NZ_WTYJ01000002.1 Croceibacterium xixiisoli strain S36 NODE_2_length_997747, whole genome shotgun sequence	NA									NZ_WTYJ01000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_014237875.1_genomic	NZ_JACJVJ010000002.1	1	222027	248564	FALSE	sphingomonadales_eps				NZ_JACJVJ010000002.1 Parasphingopyxis marina strain GrpM-11 GrpM-11_2, whole genome shotgun sequence	NA									NZ_JACJVJ010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_001586275.1_genomic	NZ_CP014545.1	1	1418127	1444883	FALSE	sphingomonadales_eps				NZ_CP014545.1 Sphingorhabdus sp. M41 chromosome, complete genome	NA									NZ_CP014545.1.region001.gbk_region_1	sphingomonadales_eps
GCF_001586275.1_genomic	NZ_CP014545.1	2	3198112	3225529	FALSE	putative_wzy_dependent				NZ_CP014545.1 Sphingorhabdus sp. M41 chromosome, complete genome	Uncharacterised	1								NZ_CP014545.1.region002.gbk_region_1	Uncharacterised
GCF_019711565.1_genomic	NZ_JAIGNN010000001.1	1	356371	409521	FALSE	putative_ABC_dependent_NO_OPX				NZ_JAIGNN010000001.1 Qipengyuania proteolytica strain 6B39 NODE_1_length_1826534_cov_227.504389, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNN010000001.1.region001.gbk_region_1	Uncharacterised
GCF_019711565.1_genomic	NZ_JAIGNN010000001.1	2	1113004	1138149	FALSE	putative_wzy_dependent				NZ_JAIGNN010000001.1 Qipengyuania proteolytica strain 6B39 NODE_1_length_1826534_cov_227.504389, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNN010000001.1.region002.gbk_region_1	Uncharacterised
GCF_019711565.1_genomic	NZ_JAIGNN010000001.1	3	1643921	1687596	FALSE	putative_wzy_dependent				NZ_JAIGNN010000001.1 Qipengyuania proteolytica strain 6B39 NODE_1_length_1826534_cov_227.504389, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNN010000001.1.region003.gbk_region_1	Uncharacterised
GCF_019711565.1_genomic	NZ_JAIGNN010000002.1	1	255268	281385	FALSE	sphingomonadales_eps				NZ_JAIGNN010000002.1 Qipengyuania proteolytica strain 6B39 NODE_2_length_1033684_cov_218.351131, whole genome shotgun sequence	NA									NZ_JAIGNN010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_019711565.1_genomic	NZ_JAIGNN010000002.1	2	455863	493704	FALSE	putative_wzy_dependent				NZ_JAIGNN010000002.1 Qipengyuania proteolytica strain 6B39 NODE_2_length_1033684_cov_218.351131, whole genome shotgun sequence	Uncharacterised	1								NZ_JAIGNN010000002.1.region002.gbk_region_1	Uncharacterised
GCF_031157375.1_genomic	NZ_JAVIFV010000001.1	1	78331	104942	FALSE	sphingomonadales_eps				NZ_JAVIFV010000001.1 Sphingosinicella sp. LHD-64 LHD.64_ctg01, whole genome shotgun sequence	NA									NZ_JAVIFV010000001.1.region001.gbk_region_1	sphingomonadales_eps
GCF_031157375.1_genomic	NZ_JAVIFV010000001.1	2	890087	922386	FALSE	putative_wzy_dependent				NZ_JAVIFV010000001.1 Sphingosinicella sp. LHD-64 LHD.64_ctg01, whole genome shotgun sequence	Uncharacterised	1								NZ_JAVIFV010000001.1.region002.gbk_region_1	Uncharacterised
GCF_031157375.1_genomic	NZ_JAVIFV010000003.1	1	1096044	1131360	TRUE	putative_wzy_dependent				NZ_JAVIFV010000003.1 Sphingosinicella sp. LHD-64 LHD.64_ctg03, whole genome shotgun sequence	Uncharacterised	1								NZ_JAVIFV010000003.1.region001.gbk_region_1	Uncharacterised
GCF_025961835.1_genomic	NZ_JAOQOK010000001.1	1	342502	383799	FALSE	putative_wzy_dependent				NZ_JAOQOK010000001.1 Sphingobium sp. B2D3C Ga0417173_01, whole genome shotgun sequence	Uncharacterised	1								NZ_JAOQOK010000001.1.region001.gbk_region_1	Uncharacterised
GCF_025961835.1_genomic	NZ_JAOQOK010000001.1	2	1550803	1562978	FALSE	curdlan-like				NZ_JAOQOK010000001.1 Sphingobium sp. B2D3C Ga0417173_01, whole genome shotgun sequence	Synthase	2								NZ_JAOQOK010000001.1.region002.gbk_region_1	curdlan-like
GCF_014204495.1_genomic	NZ_JACHLN010000001.1	1	487052	534739	FALSE	putative_ABC_dependent_NO_OPX				NZ_JACHLN010000001.1 Sphingomonas kyeonggiensis strain S00224 Ga0436334_01, whole genome shotgun sequence	Uncharacterised	1								NZ_JACHLN010000001.1.region001.gbk_region_1	Uncharacterised
GCF_014204495.1_genomic	NZ_JACHLN010000002.1	1	1041073	1085151	FALSE	sphingomonadales_eps				NZ_JACHLN010000002.1 Sphingomonas kyeonggiensis strain S00224 Ga0436334_02, whole genome shotgun sequence	NA									NZ_JACHLN010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_014204495.1_genomic	NZ_JACHLN010000002.1	2	1382004	1439983	FALSE	putative_wzy_dependent				NZ_JACHLN010000002.1 Sphingomonas kyeonggiensis strain S00224 Ga0436334_02, whole genome shotgun sequence	Uncharacterised	1								NZ_JACHLN010000002.1.region002.gbk_region_1	Uncharacterised
GCF_014204495.1_genomic	NZ_JACHLN010000003.1	1	929091	981852	FALSE	putative_wzy_dependent				NZ_JACHLN010000003.1 Sphingomonas kyeonggiensis strain S00224 Ga0436334_03, whole genome shotgun sequence	Uncharacterised	1								NZ_JACHLN010000003.1.region001.gbk_region_1	Uncharacterised
GCF_009769755.1_genomic	NZ_SDWJ01000001.1	1	566876	592549	FALSE	putative_wzy_dependent				NZ_SDWJ01000001.1 Sphingorhabdus profundilacus strain IMCC26285 NODE_1_length_1651815_cov_67.7969, whole genome shotgun sequence	Uncharacterised	1								NZ_SDWJ01000001.1.region001.gbk_region_1	Uncharacterised
GCF_009769755.1_genomic	NZ_SDWJ01000001.1	2	1559239	1610629	FALSE	putative_wzy_dependent				NZ_SDWJ01000001.1 Sphingorhabdus profundilacus strain IMCC26285 NODE_1_length_1651815_cov_67.7969, whole genome shotgun sequence	Uncharacterised	1								NZ_SDWJ01000001.1.region002.gbk_region_1	Uncharacterised
GCF_009769755.1_genomic	NZ_SDWJ01000002.1	1	678089	724518	FALSE	putative_wzy_dependent				NZ_SDWJ01000002.1 Sphingorhabdus profundilacus strain IMCC26285 NODE_2_length_1254573_cov_81.6215, whole genome shotgun sequence	Uncharacterised	1								NZ_SDWJ01000002.1.region001.gbk_region_1	Uncharacterised
GCF_009769755.1_genomic	NZ_SDWJ01000002.1	2	916515	952641	FALSE	putative_wzy_dependent_NO_OPX				NZ_SDWJ01000002.1 Sphingorhabdus profundilacus strain IMCC26285 NODE_2_length_1254573_cov_81.6215, whole genome shotgun sequence	Uncharacterised	1								NZ_SDWJ01000002.1.region002.gbk_region_1	Uncharacterised
GCF_002374835.1_genomic	NZ_NWVD01000001.1	1	1075124	1094054	FALSE	putative_ABC_or_wzy_dependent				NZ_NWVD01000001.1 Sphingomonas ginsenosidimutans strain KACC 14949 contig1, whole genome shotgun sequence	Uncharacterised	1								NZ_NWVD01000001.1.region001.gbk_region_1	Uncharacterised
GCF_002374835.1_genomic	NZ_NWVD01000003.1	1	178350	248115	FALSE	putative_wzy_dependent				NZ_NWVD01000003.1 Sphingomonas ginsenosidimutans strain KACC 14949 contig3, whole genome shotgun sequence	Uncharacterised	1								NZ_NWVD01000003.1.region001.gbk_region_1	Uncharacterised
GCF_003053745.1_genomic	NZ_QAYE01000001.1	1	45040	85850	FALSE	putative_wzy_dependent				NZ_QAYE01000001.1 Sphingomonas faeni strain MA-olki Ga0191658_101, whole genome shotgun sequence	Uncharacterised	1								NZ_QAYE01000001.1.region001.gbk_region_1	Uncharacterised
GCF_003053745.1_genomic	NZ_QAYE01000002.1	1	63792	82657	FALSE	pel-like				NZ_QAYE01000002.1 Sphingomonas faeni strain MA-olki Ga0191658_102, whole genome shotgun sequence	Synthase	2								NZ_QAYE01000002.1.region001.gbk_region_1	pel-like
GCF_003053745.1_genomic	NZ_QAYE01000002.1	2	111163	129324	FALSE	cellulose-type-1				NZ_QAYE01000002.1 Sphingomonas faeni strain MA-olki Ga0191658_102, whole genome shotgun sequence	Synthase	2								NZ_QAYE01000002.1.region002.gbk_region_1	cellulose-type-1
GCF_003053745.1_genomic	NZ_QAYE01000007.1	1	160989	186545	FALSE	sphingomonadales_eps				NZ_QAYE01000007.1 Sphingomonas faeni strain MA-olki Ga0191658_107, whole genome shotgun sequence	NA									NZ_QAYE01000007.1.region001.gbk_region_1	sphingomonadales_eps
GCF_003053745.1_genomic	NZ_QAYE01000011.1	1	19437	57546	TRUE	putative_wzy_dependent				NZ_QAYE01000011.1 Sphingomonas faeni strain MA-olki Ga0191658_111, whole genome shotgun sequence	Uncharacterised	1								NZ_QAYE01000011.1.region001.gbk_region_1	Uncharacterised
GCF_003053745.1_genomic	NZ_QAYE01000012.1	1	20018	50241	TRUE	putative_wzy_dependent				NZ_QAYE01000012.1 Sphingomonas faeni strain MA-olki Ga0191658_112, whole genome shotgun sequence	Uncharacterised	1								NZ_QAYE01000012.1.region001.gbk_region_1	Uncharacterised
GCF_001519055.1_genomic	NZ_KQ954286.1	1	598681	625665	TRUE	sphingomonadales_eps				NZ_KQ954286.1 Novosphingobium sp. Fuku2-ISO-50 PRJNA299316_s002, whole genome shotgun sequence	NA									NZ_KQ954286.1.region001.gbk_region_1	sphingomonadales_eps
GCF_001519055.1_genomic	NZ_KQ954295.1	1	82460	123675	FALSE	putative_wzy_dependent				NZ_KQ954295.1 Novosphingobium sp. Fuku2-ISO-50 PRJNA299316_s011, whole genome shotgun sequence	Uncharacterised	1								NZ_KQ954295.1.region001.gbk_region_1	Uncharacterised
GCF_001519055.1_genomic	NZ_KQ954296.1	1	66734	85021	FALSE	cellulose-type-1				NZ_KQ954296.1 Novosphingobium sp. Fuku2-ISO-50 PRJNA299316_s012, whole genome shotgun sequence	Synthase	2								NZ_KQ954296.1.region001.gbk_region_1	cellulose-type-1
GCF_001519055.1_genomic	NZ_KQ954297.1	1	23261	93148	TRUE	putative_wzy_dependent				NZ_KQ954297.1 Novosphingobium sp. Fuku2-ISO-50 PRJNA299316_s013, whole genome shotgun sequence	Uncharacterised	1								NZ_KQ954297.1.region001.gbk_region_1	Uncharacterised
GCF_012972675.1_genomic	NZ_JABCRE010000002.1	1	1186247	1213134	FALSE	sphingomonadales_eps				NZ_JABCRE010000002.1 Pontixanthobacter rizhaonensis strain RZ02 NODE_2, whole genome shotgun sequence	NA									NZ_JABCRE010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_012972675.1_genomic	NZ_JABCRE010000003.1	1	670515	704695	FALSE	putative_wzy_dependent				NZ_JABCRE010000003.1 Pontixanthobacter rizhaonensis strain RZ02 NODE_3, whole genome shotgun sequence	Uncharacterised	1								NZ_JABCRE010000003.1.region001.gbk_region_1	Uncharacterised
GCF_006715975.1_genomic	NZ_VFOF01000001.1	1	75601	113347	FALSE	putative_ABC_dependent_NO_OPX				NZ_VFOF01000001.1 Zymomonas mobilis strain AN0101 Ga0314526_11, whole genome shotgun sequence	Uncharacterised	1								NZ_VFOF01000001.1.region001.gbk_region_1	Uncharacterised
GCF_006715975.1_genomic	NZ_VFOF01000001.1	2	484963	497642	FALSE	fructansucrase				NZ_VFOF01000001.1 Zymomonas mobilis strain AN0101 Ga0314526_11, whole genome shotgun sequence	Sucrase	4								NZ_VFOF01000001.1.region002.gbk_region_1	fructansucrase
GCF_006715975.1_genomic	NZ_VFOF01000001.1	3	1179202	1198886	FALSE	cellulose-generic				NZ_VFOF01000001.1 Zymomonas mobilis strain AN0101 Ga0314526_11, whole genome shotgun sequence	Synthase	2								NZ_VFOF01000001.1.region003.gbk_region_1	cellulose-generic
GCF_014489075.1_genomic	NZ_JACTGR010000001.1	1	174788	279514	FALSE	putative_wzy_dependent				NZ_JACTGR010000001.1 Sphingomonas sp. JC676 1, whole genome shotgun sequence	Uncharacterised	1								NZ_JACTGR010000001.1.region001.gbk_region_1	Uncharacterised
GCF_014489075.1_genomic	NZ_JACTGR010000001.1	2	457796	494849	FALSE	sphingomonadales_eps				NZ_JACTGR010000001.1 Sphingomonas sp. JC676 1, whole genome shotgun sequence	NA									NZ_JACTGR010000001.1.region002.gbk_region_1	sphingomonadales_eps
GCF_014489075.1_genomic	NZ_JACTGR010000001.1	3	654377	694652	FALSE	putative_wzy_dependent				NZ_JACTGR010000001.1 Sphingomonas sp. JC676 1, whole genome shotgun sequence	Uncharacterised	1								NZ_JACTGR010000001.1.region003.gbk_region_1	Uncharacterised
GCF_014489075.1_genomic	NZ_JACTGR010000002.1	1	755901	794648	FALSE	sphingans				NZ_JACTGR010000002.1 Sphingomonas sp. JC676 2, whole genome shotgun sequence	Wzx/Wzy	3								NZ_JACTGR010000002.1.region001.gbk_region_1	sphingans
GCF_014489075.1_genomic	NZ_JACTGR010000005.1	1	250436	315875	FALSE	putative_ABC_dependent_NO_OPX				NZ_JACTGR010000005.1 Sphingomonas sp. JC676 5, whole genome shotgun sequence	Uncharacterised	1								NZ_JACTGR010000005.1.region001.gbk_region_1	Uncharacterised
GCF_004358425.1_genomic	NZ_CP037948.1	1	1399002	1458176	FALSE	putative_wzy_dependent				NZ_CP037948.1 Qipengyuania sediminis strain CGMCC 1.12928 chromosome, complete genome	Uncharacterised	1								NZ_CP037948.1.region001.gbk_region_1	Uncharacterised
GCF_004358425.1_genomic	NZ_CP037948.1	2	2040010	2095801	FALSE	putative_wzy_dependent				NZ_CP037948.1 Qipengyuania sediminis strain CGMCC 1.12928 chromosome, complete genome	Uncharacterised	1								NZ_CP037948.1.region002.gbk_region_1	Uncharacterised
GCF_019737615.1_genomic	NZ_JAHKKS010000017.1	1	0	43578	TRUE	putative_wzy_dependent				NZ_JAHKKS010000017.1 Sphingobium xanthum strain NL9 Scaffold17, whole genome shotgun sequence	Uncharacterised	1								NZ_JAHKKS010000017.1.region001.gbk_region_1	Uncharacterised
GCF_019737615.1_genomic	NZ_JAHKKS010000002.1	1	360972	387831	FALSE	sphingomonadales_eps				NZ_JAHKKS010000002.1 Sphingobium xanthum strain NL9 Scaffold2, whole genome shotgun sequence	NA									NZ_JAHKKS010000002.1.region001.gbk_region_1	sphingomonadales_eps
GCF_023822045.1_genomic	NZ_CP084712.1	1	1406166	1465788	FALSE	putative_wzy_dependent				NZ_CP084712.1 Sphingopyxis sp. USTB-05 chromosome, complete genome	Uncharacterised	1								NZ_CP084712.1.region001.gbk_region_1	Uncharacterised
GCF_023822045.1_genomic	NZ_CP084712.1	2	1617570	1672355	FALSE	putative_wzy_dependent				NZ_CP084712.1 Sphingopyxis sp. USTB-05 chromosome, complete genome	Uncharacterised	1								NZ_CP084712.1.region002.gbk_region_1	Uncharacterised
GCF_023822045.1_genomic	NZ_CP084712.1	3	2793724	2820478	FALSE	sphingomonadales_eps				NZ_CP084712.1 Sphingopyxis sp. USTB-05 chromosome, complete genome	NA									NZ_CP084712.1.region003.gbk_region_1	sphingomonadales_eps
GCF_023822045.1_genomic	NZ_CP084712.1	4	3013664	3047420	FALSE	putative_wzy_dependent				NZ_CP084712.1 Sphingopyxis sp. USTB-05 chromosome, complete genome	Uncharacterised	1								NZ_CP084712.1.region004.gbk_region_1	Uncharacterised
GCF_019443285.1_genomic	NZ_CP080327.1	1	631796	675705	FALSE	putative_wzy_dependent				NZ_CP080327.1 Aquisediminimonas profunda strain DS48-3 chromosome, complete genome	Uncharacterised	1								NZ_CP080327.1.region001.gbk_region_1	Uncharacterised
GCF_019443285.1_genomic	NZ_CP080327.1	2	3329103	3366308	FALSE	putative_wzy_dependent				NZ_CP080327.1 Aquisediminimonas profunda strain DS48-3 chromosome, complete genome	Uncharacterised	1								NZ_CP080327.1.region002.gbk_region_1	Uncharacterised
GCF_009827655.1_genomic	NZ_WTYV01000002.1	1	747542	796018	FALSE	putative_wzy_dependent				NZ_WTYV01000002.1 Alteraurantiacibacter buctensis strain M0322 NODE_2_length_882306, whole genome shotgun sequence	Uncharacterised	1								NZ_WTYV01000002.1.region001.gbk_region_1	Uncharacterised
GCF_009827655.1_genomic	NZ_WTYV01000004.1	1	270072	296888	FALSE	sphingomonadales_eps				NZ_WTYV01000004.1 Alteraurantiacibacter buctensis strain M0322 NODE_4_length_338198, whole genome shotgun sequence	NA									NZ_WTYV01000004.1.region001.gbk_region_1	sphingomonadales_eps
GCF_030818415.1_genomic	NZ_JAUTAE010000001.1	1	776223	831393	FALSE	putative_wzy_dependent				NZ_JAUTAE010000001.1 Sphingomonas sp. SORGH_AS 950 Ga0558188_01, whole genome shotgun sequence	Uncharacterised	1								NZ_JAUTAE010000001.1.region001.gbk_region_1	Uncharacterised
GCF_030818415.1_genomic	NZ_JAUTAE010000001.1	2	1405853	1435072	FALSE	sphingomonadales_eps				NZ_JAUTAE010000001.1 Sphingomonas sp. SORGH_AS 950 Ga0558188_01, whole genome shotgun sequence	NA									NZ_JAUTAE010000001.1.region002.gbk_region_1	sphingomonadales_eps
GCF_030818415.1_genomic	NZ_JAUTAE010000001.1	3	2067818	2086593	FALSE	pel-like				NZ_JAUTAE010000001.1 Sphingomonas sp. SORGH_AS 950 Ga0558188_01, whole genome shotgun sequence	Synthase	2								NZ_JAUTAE010000001.1.region003.gbk_region_1	pel-like
GCF_030818415.1_genomic	NZ_JAUTAE010000002.1	1	11133	61249	TRUE	putative_wzy_dependent				NZ_JAUTAE010000002.1 Sphingomonas sp. SORGH_AS 950 Ga0558188_02, whole genome shotgun sequence	Uncharacterised	1								NZ_JAUTAE010000002.1.region001.gbk_region_1	Uncharacterised
GCF_003340475.1_genomic	NZ_QBKA01000002.1	1	861843	898552	FALSE	putative_wzy_dependent				NZ_QBKA01000002.1 Alteripontixanthobacter maritimus strain HME9302 contig00002, whole genome shotgun sequence	Uncharacterised	1								NZ_QBKA01000002.1.region001.gbk_region_1	Uncharacterised
GCF_003340475.1_genomic	NZ_QBKA01000002.1	2	1250562	1277343	FALSE	sphingomonadales_eps				NZ_QBKA01000002.1 Alteripontixanthobacter maritimus strain HME9302 contig00002, whole genome shotgun sequence	NA									NZ_QBKA01000002.1.region002.gbk_region_1	sphingomonadales_eps
GCF_003340475.1_genomic	NZ_QBKA01000002.1	3	2607026	2639679	TRUE	putative_wzy_dependent				NZ_QBKA01000002.1 Alteripontixanthobacter maritimus strain HME9302 contig00002, whole genome shotgun sequence	Uncharacterised	1								NZ_QBKA01000002.1.region003.gbk_region_1	Uncharacterised
GCF_023006325.1_genomic	NZ_JAINDF010000005.1	1	178291	225563	FALSE	putative_wzy_dependent				NZ_JAINDF010000005.1 Kordiimonas marina strain A6E486 scaffold_5_length=380834, whole genome shotgun sequence	Uncharacterised	1								NZ_JAINDF010000005.1.region001.gbk_region_1	Uncharacterised
GCF_023006325.1_genomic	NZ_JAINDF010000006.1	1	251133	276103	FALSE	putative_ABC_or_wzy_dependent				NZ_JAINDF010000006.1 Kordiimonas marina strain A6E486 scaffold_6_length=342093, whole genome shotgun sequence	Uncharacterised	1								NZ_JAINDF010000006.1.region001.gbk_region_1	Uncharacterised
GCF_025153475.1_genomic	NZ_JANZXA010000001.1	1	131806	160338	FALSE	putative_wzy_dependent				NZ_JANZXA010000001.1 Novosphingobium sp. HK4-1 NODE_1_length_676642_cov_45.743362, whole genome shotgun sequence	Uncharacterised	1								NZ_JANZXA010000001.1.region001.gbk_region_1	Uncharacterised
GCF_025153475.1_genomic	NZ_JANZXA010000001.1	2	439147	493477	FALSE	putative_wzy_dependent				NZ_JANZXA010000001.1 Novosphingobium sp. HK4-1 NODE_1_length_676642_cov_45.743362, whole genome shotgun sequence	Uncharacterised	1								NZ_JANZXA010000001.1.region002.gbk_region_1	Uncharacterised
GCF_025153475.1_genomic	NZ_JANZXA010000002.1	1	99527	136902	FALSE	putative_ABC_dependent				NZ_JANZXA010000002.1 Novosphingobium sp. HK4-1 NODE_2_length_471792_cov_43.941030, whole genome shotgun sequence	Uncharacterised	1								NZ_JANZXA010000002.1.region001.gbk_region_1	Uncharacterised
GCF_025153475.1_genomic	NZ_JANZXA010000006.1	1	15345	34946	TRUE	putative_wzy_dependent				NZ_JANZXA010000006.1 Novosphingobium sp. HK4-1 NODE_6_length_272030_cov_41.500715, whole genome shotgun sequence	Uncharacterised	1								NZ_JANZXA010000006.1.region001.gbk_region_1	Uncharacterised
GCF_025153475.1_genomic	NZ_JANZXA010000006.1	2	83818	110667	FALSE	sphingomonadales_eps				NZ_JANZXA010000006.1 Novosphingobium sp. HK4-1 NODE_6_length_272030_cov_41.500715, whole genome shotgun sequence	NA									NZ_JANZXA010000006.1.region002.gbk_region_1	sphingomonadales_eps
