file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_sim	record_desc
043-US1-27.bin.1.318	043-US1-27.bin.1.318_contig_15623	1	49846	77149	True	putative_wzy_dependent_NO_OPX				043-US1-27.bin.1.318_contig_15623
043-US1-27.bin.1.318	043-US1-27.bin.1.318_contig_26012	1	104705	185662	False	putative_ABC_dependent_NO_OPX				043-US1-27.bin.1.318_contig_26012
043-US1-27.bin.1.318	043-US1-27.bin.1.318_contig_3392	1	741419	775607	False	exoPS_GCF_7				043-US1-27.bin.1.318_contig_3392
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_156295	1	128315	188535	False	putative_ABC_dependent_NO_OPX				004-NL-18.bin.1.677_contig_156295
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_72207	1	945618	977880	False	putative_wzy_dependent_NO_OPX				004-NL-18.bin.1.677_contig_72207
004-NL-18.bin.1.677	004-NL-18.bin.1.677_contig_81059	1	453527	522404	False	putative_wzy_dependent				004-NL-18.bin.1.677_contig_81059
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_196305	1	71309	112407	False	putative_wzy_dependent				060-AU-05.bin.1.581_contig_196305
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_5573	1	1696530	1729324	False	putative_wzy_dependent				060-AU-05.bin.1.581_contig_5573
060-AU-05.bin.1.581	060-AU-05.bin.1.581_contig_85412	1	165761	222957	False	putative_ABC_dependent_NO_OPX				060-AU-05.bin.1.581_contig_85412
040-UK-14.bin.2.416	040-UK-14.bin.2.416_contig_49272	1	42450	68401	False	exoPS_GCF_9				040-UK-14.bin.2.416_contig_49272
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_10116	1	940160	982529	False	putative_wzy_dependent				063-AU-32.bin.1.712_contig_10116
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_10116	2	1648075	1704291	False	zooglan				063-AU-32.bin.1.712_contig_10116
063-AU-32.bin.1.712	063-AU-32.bin.1.712_contig_9790	1	1141409	1183562	False	putative_wzy_dependent				063-AU-32.bin.1.712_contig_9790
087-SA-04.bin.1.757	087-SA-04.bin.1.757_contig_11066	1	184	46947	True	zooglan				087-SA-04.bin.1.757_contig_11066
087-SA-04.bin.1.757	087-SA-04.bin.1.757_contig_12121	1	20163	86565	False	putative_wzy_dependent				087-SA-04.bin.1.757_contig_12121
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_120069	1	117947	154031	False	putative_wzy_dependent				009-AU-01.bin.1.95_contig_120069
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_120069	2	202526	248623	False	putative_wzy_dependent				009-AU-01.bin.1.95_contig_120069
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_156148	1	8315	41824	True	putative_wzy_dependent				009-AU-01.bin.1.95_contig_156148
009-AU-01.bin.1.95	009-AU-01.bin.1.95_contig_15724	1	1361133	1438402	False	putative_wzy_dependent				009-AU-01.bin.1.95_contig_15724
058-AR-20.bin.1.435	058-AR-20.bin.1.435_contig_1880	1	161906	212582	False	putative_wzy_dependent				058-AR-20.bin.1.435_contig_1880
097-US2-29.bin.1.153	097-US2-29.bin.1.153_contig_3454	1	765552	792254	False	exoPS_GCF_4_1				097-US2-29.bin.1.153_contig_3454
018-CH-08.bin.1.477	018-CH-08.bin.1.477_contig_15289	1	2233083	2326208	True	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.477_contig_15289
018-CH-08.bin.1.477	018-CH-08.bin.1.477_contig_33437	1	341737	405764	False	putative_ABC_dependent_NO_OPX				018-CH-08.bin.1.477_contig_33437
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_45083	1	168946	228222	False	putative_wzy_dependent				073-IL-01.bin.1.205_contig_45083
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_55845	1	808391	873860	False	putative_wzy_dependent				073-IL-01.bin.1.205_contig_55845
073-IL-01.bin.1.205	073-IL-01.bin.1.205_contig_55845	2	1132060	1185138	False	putative_wzy_dependent				073-IL-01.bin.1.205_contig_55845
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_11009	1	764679	827717	False	putative_ABC_dependent_NO_OPX				037-NO2-03.bin.1.218_contig_11009
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_11009	2	1020622	1108927	False	putative_wzy_dependent				037-NO2-03.bin.1.218_contig_11009
037-NO2-03.bin.1.218	037-NO2-03.bin.1.218_contig_26938	1	564889	622246	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.218_contig_26938
067-CH-23.bin.2.203	067-CH-23.bin.2.203_contig_113455	1	310910	376074	False	putative_ABC_dependent_NO_OPX				067-CH-23.bin.2.203_contig_113455
067-CH-23.bin.2.203	067-CH-23.bin.2.203_contig_47097	1	85530	153907	True	putative_wzy_dependent				067-CH-23.bin.2.203_contig_47097
037-NO2-03.bin.1.356	037-NO2-03.bin.1.356_contig_13154	1	2937205	2976076	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.356_contig_13154
095-US2-13.bin.1.299	095-US2-13.bin.1.299_contig_17384	1	0	58015	True	putative_wzy_dependent_NO_OPX				095-US2-13.bin.1.299_contig_17384
095-US2-13.bin.1.299	095-US2-13.bin.1.299_contig_5706	1	119104	151412	False	putative_ABC_dependent_NO_OPX				095-US2-13.bin.1.299_contig_5706
033-IN-11.bin.1.307	033-IN-11.bin.1.307_contig_15168	1	123225	188320	False	putative_wzy_dependent				033-IN-11.bin.1.307_contig_15168
034-IT-09.bin.1.474	034-IT-09.bin.1.474_contig_23717	1	470383	506518	False	putative_wzy_dependent				034-IT-09.bin.1.474_contig_23717
008-AR-23.bin.1.89	008-AR-23.bin.1.89_contig_14959	1	1259764	1292218	False	putative_wzy_dependent_NO_OPX				008-AR-23.bin.1.89_contig_14959
008-AR-23.bin.1.89	008-AR-23.bin.1.89_contig_14959	2	2268061	2329264	False	putative_wzy_dependent				008-AR-23.bin.1.89_contig_14959
002-MX-07.bin.1.730	002-MX-07.bin.1.730_contig_17894	1	1954824	2025829	False	putative_ABC_dependent_NO_OPX				002-MX-07.bin.1.730_contig_17894
002-MX-07.bin.1.730	002-MX-07.bin.1.730_contig_17894	2	2470561	2500107	False	exoPS_GCF_4				002-MX-07.bin.1.730_contig_17894
086-SA-02.bin.2.39	086-SA-02.bin.2.39_contig_1392	1	391140	402556	False	fructansucrase				086-SA-02.bin.2.39_contig_1392
086-SA-02.bin.2.39	086-SA-02.bin.2.39_contig_1392	2	2120102	2142584	False	pel				086-SA-02.bin.2.39_contig_1392
053-PL-24.bin.1.1	053-PL-24.bin.1.1_contig_11724	1	270706	316911	False	putative_wzy_dependent				053-PL-24.bin.1.1_contig_11724
094-US2-01.bin.1.297	094-US2-01.bin.1.297_contig_9260	1	1055693	1159778	False	putative_wzy_dependent				094-US2-01.bin.1.297_contig_9260
044-US1-41.bin.1.151	044-US1-41.bin.1.151_contig_23265	1	19527	41933	False	pel-like				044-US1-41.bin.1.151_contig_23265
044-US1-41.bin.1.151	044-US1-41.bin.1.151_contig_26990	1	143337	191736	False	putative_wzy_dependent_NO_OPX				044-US1-41.bin.1.151_contig_26990
045-US1-87.bin.1.142	045-US1-87.bin.1.142_contig_14637	1	64642	92214	True	putative_wzy_dependent_NO_OPX				045-US1-87.bin.1.142_contig_14637
045-US1-87.bin.1.142	045-US1-87.bin.1.142_contig_14648	1	216715	267088	False	putative_wzy_dependent_NO_OPX				045-US1-87.bin.1.142_contig_14648
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	1	1366691	1447649	False	putative_wzy_dependent				089-SG-01.bin.1.88_contig_3782
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	2	2815645	2842361	False	putative_wzy_dependent_NO_OPX				089-SG-01.bin.1.88_contig_3782
089-SG-01.bin.1.88	089-SG-01.bin.1.88_contig_3782	3	3398120	3468458	False	putative_wzy_dependent_NO_OPX				089-SG-01.bin.1.88_contig_3782
040-UK-14.bin.1.460	040-UK-14.bin.1.460_contig_27366	1	563295	605010	False	putative_wzy_dependent				040-UK-14.bin.1.460_contig_27366
040-UK-14.bin.1.460	040-UK-14.bin.1.460_contig_96558	1	114736	235096	False	putative_wzy_dependent_NO_OPX				040-UK-14.bin.1.460_contig_96558
044-US1-41.bin.1.66	044-US1-41.bin.1.66_contig_1869	1	271110	302546	False	putative_wzy_dependent_NO_OPX				044-US1-41.bin.1.66_contig_1869
044-US1-41.bin.1.66	044-US1-41.bin.1.66_contig_31021	1	160950	192076	False	exoPS_GCF_7				044-US1-41.bin.1.66_contig_31021
061-AU-11.bin.1.119	061-AU-11.bin.1.119_contig_23179	1	50348	65827	False	PNAG-pga				061-AU-11.bin.1.119_contig_23179
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	1	185428	254491	False	putative_wzy_dependent				092-US1-44.bin.c.23_contig_1944
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	2	2015356	2068436	False	putative_ABC_dependent				092-US1-44.bin.c.23_contig_1944
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	3	2857556	2903763	False	putative_wzy_dependent				092-US1-44.bin.c.23_contig_1944
092-US1-44.bin.c.23	092-US1-44.bin.c.23_contig_1944	4	3771135	3816178	False	putative_wzy_dependent				092-US1-44.bin.c.23_contig_1944
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_13641	1	308155	373173	True	putative_wzy_dependent				031-CZ-17.bin.1.176_contig_13641
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	1	2684	49161	True	putative_wzy_dependent_NO_OPX				031-CZ-17.bin.1.176_contig_18571
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	2	94497	150199	False	putative_ABC_dependent_NO_OPX				031-CZ-17.bin.1.176_contig_18571
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_18571	3	772690	791375	True	putative_wzy_dependent				031-CZ-17.bin.1.176_contig_18571
031-CZ-17.bin.1.176	031-CZ-17.bin.1.176_contig_3924	1	545882	576017	False	putative_ABC_dependent				031-CZ-17.bin.1.176_contig_3924
064-CA-01.bin.1.289	064-CA-01.bin.1.289_contig_38135	1	44708	100284	False	putative_wzy_dependent_NO_OPX				064-CA-01.bin.1.289_contig_38135
038-SE-10.bin.1.326	038-SE-10.bin.1.326_contig_83022	1	0	52608	True	putative_wzy_dependent				038-SE-10.bin.1.326_contig_83022
073-IL-01.bin.1.445	073-IL-01.bin.1.445_contig_36886	1	71655	139589	False	putative_wzy_dependent				073-IL-01.bin.1.445_contig_36886
089-SG-01.bin.1.904	089-SG-01.bin.1.904_contig_12035	1	453338	521717	False	putative_wzy_dependent				089-SG-01.bin.1.904_contig_12035
089-SG-01.bin.1.904	089-SG-01.bin.1.904_contig_37221	1	914524	979143	False	zooglan				089-SG-01.bin.1.904_contig_37221
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	1	89063	145641	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.285_contig_8747
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	2	772705	812474	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.285_contig_8747
037-NO2-03.bin.1.285	037-NO2-03.bin.1.285_contig_8747	3	3409890	3437476	False	putative_wzy_dependent_NO_OPX				037-NO2-03.bin.1.285_contig_8747
033-IN-11.bin.1.6	033-IN-11.bin.1.6_contig_120572	1	360532	385487	False	exoPS_GCF_2				033-IN-11.bin.1.6_contig_120572
033-IN-11.bin.1.6	033-IN-11.bin.1.6_contig_1696	1	14139	87872	True	putative_wzy_dependent				033-IN-11.bin.1.6_contig_1696
035-MX-06.bin.c.23	035-MX-06.bin.c.23_contig_9125	1	306378	349487	False	exoPS_GCF_2				035-MX-06.bin.c.23_contig_9125
035-MX-06.bin.c.23	035-MX-06.bin.c.23_contig_9125	2	2582234	2627160	False	putative_wzy_dependent_NO_OPX				035-MX-06.bin.c.23_contig_9125
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	1	2778783	2801772	False	pel-like				096-US2-26.bin.1.18_contig_9387
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	2	2971298	3002986	False	putative_wzy_dependent_NO_OPX				096-US2-26.bin.1.18_contig_9387
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	3	3108618	3137349	False	exoPS_GCF_4				096-US2-26.bin.1.18_contig_9387
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	4	3219986	3251203	False	putative_wzy_dependent				096-US2-26.bin.1.18_contig_9387
096-US2-26.bin.1.18	096-US2-26.bin.1.18_contig_9387	5	3386601	3454962	False	putative_wzy_dependent				096-US2-26.bin.1.18_contig_9387
094-US2-01.bin.1.254	094-US2-01.bin.1.254_contig_16455	1	12559	55990	True	putative_wzy_dependent				094-US2-01.bin.1.254_contig_16455
094-US2-01.bin.1.254	094-US2-01.bin.1.254_contig_16455	2	495194	580171	False	putative_wzy_dependent_NO_OPX				094-US2-01.bin.1.254_contig_16455
021-CZ-11.bin.1.1	021-CZ-11.bin.1.1_contig_42833	1	419921	454635	False	putative_ABC_dependent_NO_OPX				021-CZ-11.bin.1.1_contig_42833
021-CZ-11.bin.1.1	021-CZ-11.bin.1.1_contig_47728	1	484709	529482	True	putative_wzy_dependent_NO_OPX				021-CZ-11.bin.1.1_contig_47728
073-IL-01.bin.1.59	073-IL-01.bin.1.59_contig_20674	1	39307	101295	False	putative_wzy_dependent				073-IL-01.bin.1.59_contig_20674
089-SG-01.bin.1.114	089-SG-01.bin.1.114_contig_26461	1	178568	231359	False	putative_wzy_dependent				089-SG-01.bin.1.114_contig_26461
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	1	65879	105952	False	zooglan				066-CH-22.bin.1.222_contig_32198
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	2	603167	662943	False	putative_wzy_dependent				066-CH-22.bin.1.222_contig_32198
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	3	700518	747399	False	putative_wzy_dependent_NO_OPX				066-CH-22.bin.1.222_contig_32198
066-CH-22.bin.1.222	066-CH-22.bin.1.222_contig_32198	4	796613	841601	False	putative_wzy_dependent_NO_OPX				066-CH-22.bin.1.222_contig_32198
067-CH-23.bin.2.276	067-CH-23.bin.2.276_contig_77298	1	439712	486297	False	putative_wzy_dependent				067-CH-23.bin.2.276_contig_77298
073-IL-01.bin.2.159	073-IL-01.bin.2.159_contig_51999	1	605361	671694	False	putative_wzy_dependent				073-IL-01.bin.2.159_contig_51999
002-MX-07.bin.2.108	002-MX-07.bin.2.108_contig_32016	1	386219	422879	False	putative_wzy_dependent_NO_OPX				002-MX-07.bin.2.108_contig_32016
002-MX-07.bin.2.108	002-MX-07.bin.2.108_contig_47159	1	10482	39691	True	putative_ABC_or_wzy_dependent				002-MX-07.bin.2.108_contig_47159
053-PL-24.bin.1.211	053-PL-24.bin.1.211_contig_14744	1	294552	373689	False	putative_wzy_dependent_NO_OPX				053-PL-24.bin.1.211_contig_14744
053-PL-24.bin.1.211	053-PL-24.bin.1.211_contig_14744	2	1762137	1839957	False	putative_wzy_dependent				053-PL-24.bin.1.211_contig_14744
073-IL-01.bin.1.142	073-IL-01.bin.1.142_contig_22948	1	346493	398712	False	putative_wzy_dependent				073-IL-01.bin.1.142_contig_22948
073-IL-01.bin.1.142	073-IL-01.bin.1.142_contig_22948	2	435605	486597	False	putative_wzy_dependent				073-IL-01.bin.1.142_contig_22948
021-CZ-11.bin.1.96	021-CZ-11.bin.1.96_contig_120412	1	32757	64337	False	exoPS_GCF_7				021-CZ-11.bin.1.96_contig_120412
021-CZ-11.bin.1.96	021-CZ-11.bin.1.96_contig_56300	1	129121	177486	False	putative_wzy_dependent_NO_OPX				021-CZ-11.bin.1.96_contig_56300
021-CZ-11.bin.1.96	021-CZ-11.bin.1.96_contig_98246	1	843070	929282	False	putative_wzy_dependent_NO_OPX				021-CZ-11.bin.1.96_contig_98246
098-UY-13.bin.1.232	098-UY-13.bin.1.232_contig_1020	1	0	28000	True	cellulose-like				098-UY-13.bin.1.232_contig_1020
098-UY-13.bin.1.232	098-UY-13.bin.1.232_contig_103766	1	0	18198	True	cellulose-like				098-UY-13.bin.1.232_contig_103766
098-UY-13.bin.1.232	098-UY-13.bin.1.232_contig_13692	1	441762	502798	False	putative_wzy_dependent_NO_OPX				098-UY-13.bin.1.232_contig_13692
099-UY-16.bin.2.77	099-UY-16.bin.2.77_contig_7893	1	174869	222953	True	putative_wzy_dependent				099-UY-16.bin.2.77_contig_7893
053-PL-24.bin.1.69	053-PL-24.bin.1.69_contig_176715	1	0	12666	True	pel-like				053-PL-24.bin.1.69_contig_176715
053-PL-24.bin.2.317	053-PL-24.bin.2.317_contig_90512	1	553409	631832	True	putative_wzy_dependent				053-PL-24.bin.2.317_contig_90512
035-MX-06.bin.1.86	035-MX-06.bin.1.86_contig_174	1	202356	259897	False	putative_wzy_dependent				035-MX-06.bin.1.86_contig_174
035-MX-06.bin.1.86	035-MX-06.bin.1.86_contig_174	2	616662	662305	False	putative_wzy_dependent				035-MX-06.bin.1.86_contig_174
071-HK-01.bin.1.76	071-HK-01.bin.1.76_contig_14289	1	164096	215651	False	putative_wzy_dependent				071-HK-01.bin.1.76_contig_14289
071-HK-01.bin.1.76	071-HK-01.bin.1.76_contig_17742	1	826459	876205	False	putative_wzy_dependent_NO_OPX				071-HK-01.bin.1.76_contig_17742
071-HK-01.bin.1.76	071-HK-01.bin.1.76_contig_37319	1	279134	321983	False	putative_ABC_or_wzy_dependent				071-HK-01.bin.1.76_contig_37319
009-AU-01.bin.1.143	009-AU-01.bin.1.143_contig_141274	1	31070	64247	False	exoPS_GCF_5				009-AU-01.bin.1.143_contig_141274
009-AU-01.bin.1.143	009-AU-01.bin.1.143_contig_18571	1	6732	42442	True	exoPS_GCF_6				009-AU-01.bin.1.143_contig_18571
009-AU-01.bin.1.143	009-AU-01.bin.1.143_contig_65765	1	70569	97559	False	exoPS_GCF_2				009-AU-01.bin.1.143_contig_65765
009-AU-01.bin.1.143	009-AU-01.bin.1.143_contig_65765	2	251280	311499	False	putative_wzy_dependent_NO_OPX				009-AU-01.bin.1.143_contig_65765
045-US1-87.bin.1.128	045-US1-87.bin.1.128_contig_27753	1	2048	58434	True	putative_wzy_dependent				045-US1-87.bin.1.128_contig_27753
038-SE-10.bin.2.176	038-SE-10.bin.2.176_contig_30776	1	1092851	1117802	False	exoPS_GCF_2				038-SE-10.bin.2.176_contig_30776
038-SE-10.bin.2.176	038-SE-10.bin.2.176_contig_69651	1	275207	357057	False	putative_wzy_dependent_NO_OPX				038-SE-10.bin.2.176_contig_69651
008-AR-23.bin.2.304	008-AR-23.bin.2.304_contig_4678	1	399030	444160	True	putative_wzy_dependent				008-AR-23.bin.2.304_contig_4678
015-DE-14.bin.1.152	015-DE-14.bin.1.152_contig_219863	1	135431	187518	False	putative_wzy_dependent				015-DE-14.bin.1.152_contig_219863
016-PL-06.bin.1.318	016-PL-06.bin.1.318_contig_48924	1	210292	256792	False	putative_ABC_dependent_NO_OPX				016-PL-06.bin.1.318_contig_48924
016-PL-06.bin.1.318	016-PL-06.bin.1.318_contig_48924	2	784938	835576	False	putative_wzy_dependent_NO_OPX				016-PL-06.bin.1.318_contig_48924
067-CH-23.bin.1.59	067-CH-23.bin.1.59_contig_92671	1	83983	133745	True	putative_wzy_dependent				067-CH-23.bin.1.59_contig_92671
008-AR-23.bin.1.351	008-AR-23.bin.1.351_contig_12460	1	139543	173289	False	exoPS_GCF_5				008-AR-23.bin.1.351_contig_12460
008-AR-23.bin.1.351	008-AR-23.bin.1.351_contig_139508	1	199153	224184	False	exoPS_GCF_2				008-AR-23.bin.1.351_contig_139508
008-AR-23.bin.1.351	008-AR-23.bin.1.351_contig_53957	1	849881	916495	False	putative_wzy_dependent_NO_OPX				008-AR-23.bin.1.351_contig_53957
008-AR-23.bin.1.351	008-AR-23.bin.1.351_contig_56008	1	0	27354	True	putative_wzy_dependent				008-AR-23.bin.1.351_contig_56008
041-UK2-07.bin.1.412	041-UK2-07.bin.1.412_contig_12734	1	282190	318153	False	putative_wzy_dependent				041-UK2-07.bin.1.412_contig_12734
039-SE-29.bin.2.242	039-SE-29.bin.2.242_contig_12296	1	107225	172425	False	putative_wzy_dependent_NO_OPX				039-SE-29.bin.2.242_contig_12296
039-SE-29.bin.2.242	039-SE-29.bin.2.242_contig_22645	1	566247	601598	False	exoPS_GCF_7				039-SE-29.bin.2.242_contig_22645
039-SE-29.bin.2.242	039-SE-29.bin.2.242_contig_48657	1	4470	49446	True	putative_wzy_dependent_NO_OPX				039-SE-29.bin.2.242_contig_48657
039-SE-29.bin.2.242	039-SE-29.bin.2.242_contig_53090	1	197665	264801	False	putative_ABC_dependent_NO_OPX				039-SE-29.bin.2.242_contig_53090
017-IL-02.bin.1.274	017-IL-02.bin.1.274_contig_109598	1	57491	84698	True	putative_wzy_dependent				017-IL-02.bin.1.274_contig_109598
026-AT-03.bin.1.296	026-AT-03.bin.1.296_contig_172503	1	97906	154971	True	putative_wzy_dependent_NO_OPX				026-AT-03.bin.1.296_contig_172503
026-AT-03.bin.1.296	026-AT-03.bin.1.296_contig_20025	1	109101	137136	False	putative_ABC_dependent_NO_OPX				026-AT-03.bin.1.296_contig_20025
026-AT-03.bin.1.296	026-AT-03.bin.1.296_contig_28492	1	149930	181721	False	putative_wzy_dependent_NO_OPX				026-AT-03.bin.1.296_contig_28492
026-AT-03.bin.1.296	026-AT-03.bin.1.296_contig_37684	1	456978	501064	False	putative_wzy_dependent_NO_OPX				026-AT-03.bin.1.296_contig_37684
026-AT-03.bin.1.296	026-AT-03.bin.1.296_contig_37684	2	644222	689328	False	putative_wzy_dependent_NO_OPX				026-AT-03.bin.1.296_contig_37684
045-US1-87.bin.1.236	045-US1-87.bin.1.236_contig_14024	1	1171912	1196951	False	sphingomonadales_exops				045-US1-87.bin.1.236_contig_14024
041-UK2-07.bin.1.441	041-UK2-07.bin.1.441_contig_60243	1	1487912	1537274	False	putative_wzy_dependent_NO_OPX				041-UK2-07.bin.1.441_contig_60243
041-UK2-07.bin.1.441	041-UK2-07.bin.1.441_contig_60243	2	2001808	2054804	False	putative_wzy_dependent_NO_OPX				041-UK2-07.bin.1.441_contig_60243
014-ES-23.bin.2.362	014-ES-23.bin.2.362_contig_12031	1	71168	104588	False	putative_wzy_dependent				014-ES-23.bin.2.362_contig_12031
014-ES-23.bin.2.362	014-ES-23.bin.2.362_contig_14191	1	0	61753	True	putative_wzy_dependent				014-ES-23.bin.2.362_contig_14191
014-ES-23.bin.2.362	014-ES-23.bin.2.362_contig_19410	1	0	80644	True	putative_wzy_dependent				014-ES-23.bin.2.362_contig_19410
014-ES-23.bin.2.362	014-ES-23.bin.2.362_contig_26692	1	0	23748	True	putative_wzy_dependent_NO_OPX				014-ES-23.bin.2.362_contig_26692
014-ES-23.bin.2.362	014-ES-23.bin.2.362_contig_27607	1	0	29511	True	putative_wzy_dependent_NO_OPX				014-ES-23.bin.2.362_contig_27607
033-IN-11.bin.1.853	033-IN-11.bin.1.853_contig_24338	1	22793	58256	False	putative_wzy_dependent_NO_OPX				033-IN-11.bin.1.853_contig_24338
033-IN-11.bin.1.853	033-IN-11.bin.1.853_contig_24338	2	90823	133824	False	putative_wzy_dependent_NO_OPX				033-IN-11.bin.1.853_contig_24338
033-IN-11.bin.1.853	033-IN-11.bin.1.853_contig_24338	3	230245	300672	False	putative_ABC_dependent_NO_OPX				033-IN-11.bin.1.853_contig_24338
020-NO1-03.bin.1.463	020-NO1-03.bin.1.463_contig_33612	1	723264	769912	False	putative_wzy_dependent				020-NO1-03.bin.1.463_contig_33612
020-NO1-03.bin.1.463	020-NO1-03.bin.1.463_contig_34122	1	262291	291344	False	putative_wzy_dependent				020-NO1-03.bin.1.463_contig_34122
020-NO1-03.bin.1.463	020-NO1-03.bin.1.463_contig_34122	2	837826	885980	False	putative_wzy_dependent				020-NO1-03.bin.1.463_contig_34122
018-CH-08.bin.1.140	018-CH-08.bin.1.140_contig_101884	1	277535	306947	True	putative_wzy_dependent				018-CH-08.bin.1.140_contig_101884
018-CH-08.bin.1.140	018-CH-08.bin.1.140_contig_1214	1	220660	261743	False	putative_wzy_dependent_NO_OPX				018-CH-08.bin.1.140_contig_1214
048-UY-15.bin.2.345	048-UY-15.bin.2.345_contig_1614	1	263413	310854	False	putative_ABC_dependent				048-UY-15.bin.2.345_contig_1614
091-US1-126.bin.2.247	091-US1-126.bin.2.247_contig_56361	1	638594	685278	True	putative_wzy_dependent				091-US1-126.bin.2.247_contig_56361
063-AU-32.bin.1.260	063-AU-32.bin.1.260_contig_6886	1	94460	153288	False	putative_wzy_dependent_NO_OPX				063-AU-32.bin.1.260_contig_6886
