query,target,evalue,bitscore,inclusion,genome,coordinates,accession
PEP_CTERM,NZ_LMPG01000010.1_426,6e-07,27.5,1,GCF_001423765.1,447942_449054_1,NZ_LMPG01000010.1
PEP_CTERM,NZ_LMPG01000010.1_159,3.4e-06,25.1,1,GCF_001423765.1,163061_163693_1,NZ_LMPG01000010.1
PEP_CTERM,NZ_LMPG01000001.1_6,4e-06,24.9,1,GCF_001423765.1,11324_12043_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000011.1_158,8.6e-06,23.9,1,GCF_001423765.1,144225_145427_1,NZ_LMPG01000011.1
PEP_CTERM,NZ_LMPG01000012.1_163,1e-05,23.6,1,GCF_001423765.1,159368_159880_1,NZ_LMPG01000012.1
PEP_CTERM,NZ_LMPG01000001.1_322,1.2e-05,23.5,1,GCF_001423765.1,384727_385317_-1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000015.1_190,1.4e-05,23.3,1,GCF_001423765.1,187348_188196_1,NZ_LMPG01000015.1
PEP_CTERM,NZ_LMPG01000001.1_179,1.6e-05,23.0,1,GCF_001423765.1,229399_230580_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000017.1_76,1.8e-05,22.9,1,GCF_001423765.1,78125_78880_1,NZ_LMPG01000017.1
PEP_CTERM,NZ_LMPG01000001.1_867,2.3e-05,22.6,1,GCF_001423765.1,975892_976452_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000001.1_188,2.5e-05,22.4,1,GCF_001423765.1,240177_240683_-1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000013.1_170,2.7e-05,22.3,1,GCF_001423765.1,179741_180934_1,NZ_LMPG01000013.1
PEP_CTERM,NZ_LMPG01000012.1_171,2.8e-05,22.3,1,GCF_001423765.1,167897_168598_1,NZ_LMPG01000012.1
PEP_CTERM,NZ_LMPG01000011.1_190,3.1e-05,22.1,1,GCF_001423765.1,171495_172964_-1,NZ_LMPG01000011.1
PEP_CTERM,NZ_LMPG01000001.1_499,3.4e-05,22.0,1,GCF_001423765.1,591814_592443_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000014.1_4,4.6e-05,21.6,1,GCF_001423765.1,3208_3786_-1,NZ_LMPG01000014.1
PEP_CTERM,NZ_LMPG01000013.1_81,5.8e-05,21.3,1,GCF_001423765.1,90426_91061_-1,NZ_LMPG01000013.1
PEP_CTERM,NZ_LMPG01000010.1_192,5.8e-05,21.3,1,GCF_001423765.1,193924_194484_-1,NZ_LMPG01000010.1
PEP_CTERM,NZ_LMPG01000013.1_6,6e-05,21.2,1,GCF_001423765.1,5969_6790_-1,NZ_LMPG01000013.1
PEP_CTERM,NZ_LMPG01000001.1_339,6.1e-05,21.2,1,GCF_001423765.1,406273_407082_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000014.1_2,6.9e-05,21.1,1,GCF_001423765.1,344_922_-1,NZ_LMPG01000014.1
PEP_CTERM,NZ_LMPG01000013.1_34,7e-05,21.0,1,GCF_001423765.1,34573_35166_-1,NZ_LMPG01000013.1
PEP_CTERM,NZ_LMPG01000011.1_159,7.1e-05,21.0,1,GCF_001423765.1,145461_146060_1,NZ_LMPG01000011.1
PEP_CTERM,NZ_LMPG01000016.1_36,7.2e-05,21.0,1,GCF_001423765.1,43943_44527_-1,NZ_LMPG01000016.1
PEP_CTERM,NZ_LMPG01000012.1_220,9.3e-05,20.7,1,GCF_001423765.1,223475_224332_1,NZ_LMPG01000012.1
PEP_CTERM,NZ_LMPG01000001.1_485,0.00015,20.0,1,GCF_001423765.1,576719_577696_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000010.1_95,0.00021,19.6,1,GCF_001423765.1,95182_96198_-1,NZ_LMPG01000010.1
PEP_CTERM,NZ_LMPG01000001.1_846,0.00035,18.9,1,GCF_001423765.1,949938_950978_1,NZ_LMPG01000001.1
PEP_CTERM,NZ_LMPG01000017.1_24,0.0004,18.7,1,GCF_001423765.1,29124_29669_1,NZ_LMPG01000017.1
PEP_CTERM,NZ_LMPG01000014.1_24,0.00051,18.3,1,GCF_001423765.1,18338_19111_-1,NZ_LMPG01000014.1
PEP_CTERM,NZ_LMPG01000014.1_8,0.011,14.2,0,GCF_001423765.1,7982_8509_-1,NZ_LMPG01000014.1
PEP_CTERM,NZ_CP102664.1_1779,0.00014,20.6,1,GCF_026427355.1,1901897_1902139_1,NZ_CP102664.1
PEP_CTERM,NZ_WTYI01000001.1_996,2.6e-05,22.0,1,GCF_009827445.1,1031150_1031869_1,NZ_WTYI01000001.1
PEP_CTERM,NZ_CP039250.1_1452,2.7e-05,22.6,1,GCF_004795895.1,1588749_1589909_1,NZ_CP039250.1
PEP_CTERM,NZ_CP039250.1_499,0.16,10.8,0,GCF_004795895.1,544551_545069_1,NZ_CP039250.1
PEP_CTERM,NZ_CP039250.1_601,5.3,6.1,0,GCF_004795895.1,657095_657388_-1,NZ_CP039250.1
PEP_CTERM,CANLVN010000001.1_79,1.8e-07,29.1,1,GCA_947494705.1,73474_73773_1,CANLVN010000001.1
PEP_CTERM,NZ_SMBO01000001.1_659,1.3e-06,27.0,1,GCF_004342985.1,756787_757200_-1,NZ_SMBO01000001.1
PEP_CTERM,NZ_SMBO01000001.1_1451,7.3e-06,24.7,1,GCF_004342985.1,1605506_1606582_1,NZ_SMBO01000001.1
PEP_CTERM,NZ_SMBO01000006.1_367,0.0003,19.6,1,GCF_004342985.1,373680_373886_1,NZ_SMBO01000006.1
PEP_CTERM,NZ_AKFJ01000084.1_71,3.7e-05,22.2,1,GCF_000272475.1,60177_60353_1,NZ_AKFJ01000084.1
PEP_CTERM,NZ_AKFJ01000015.1_89,0.00034,19.2,1,GCF_000272475.1,94859_95923_-1,NZ_AKFJ01000015.1
PEP_CTERM,NZ_JACLAW010000010.1_127,0.006,15.1,1,GCF_014230315.1,139561_139692_1,NZ_JACLAW010000010.1
PEP_CTERM,NZ_JACIJH010000003.1_152,1e-05,23.9,1,GCF_014199295.1,162152_162868_1,NZ_JACIJH010000003.1
PEP_CTERM,NZ_SDSI01000002.1_273,5e-07,27.2,1,GCF_004153605.1,268307_269050_-1,NZ_SDSI01000002.1
PEP_CTERM,NZ_SDSI01000002.1_110,3.5e-06,24.5,1,GCF_004153605.1,113502_114053_-1,NZ_SDSI01000002.1
PEP_CTERM,NZ_SDSI01000002.1_153,4.1e-06,24.3,1,GCF_004153605.1,154835_155407_1,NZ_SDSI01000002.1
PEP_CTERM,NZ_SDSI01000001.1_502,2.1e-05,22.1,1,GCF_004153605.1,533014_533835_-1,NZ_SDSI01000001.1
PEP_CTERM,NZ_SDSI01000001.1_431,3.3e-05,21.5,1,GCF_004153605.1,448065_448724_-1,NZ_SDSI01000001.1
PEP_CTERM,NZ_SDSI01000001.1_205,3.4e-05,21.4,1,GCF_004153605.1,202244_202906_1,NZ_SDSI01000001.1
PEP_CTERM,NZ_SDSI01000001.1_183,0.00011,19.8,1,GCF_004153605.1,181571_182332_-1,NZ_SDSI01000001.1
PEP_CTERM,NZ_SDSI01000004.1_40,0.00049,17.8,1,GCF_004153605.1,37697_38686_1,NZ_SDSI01000004.1
PEP_CTERM,NZ_BBJS01000012.1_66,1.4e-06,26.6,1,GCF_000739895.2,84018_84710_1,NZ_BBJS01000012.1
PEP_CTERM,NZ_BBJS01000007.1_37,1.4e-05,23.4,1,GCF_000739895.2,38335_39387_1,NZ_BBJS01000007.1
PEP_CTERM,NZ_BBJS01000012.1_67,1.5e-05,23.3,1,GCF_000739895.2,84834_85514_1,NZ_BBJS01000012.1
PEP_CTERM,NZ_VFIY01000005.1_349,2.6e-06,25.6,1,GCF_006385175.1,386360_387004_-1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000014.1_194,7.5e-06,24.1,1,GCF_006385175.1,223330_224481_1,NZ_VFIY01000014.1
PEP_CTERM,NZ_VFIY01000004.1_655,1.6e-05,23.1,1,GCF_006385175.1,695335_695937_-1,NZ_VFIY01000004.1
PEP_CTERM,NZ_VFIY01000015.1_146,1.7e-05,23.1,1,GCF_006385175.1,184945_185586_-1,NZ_VFIY01000015.1
PEP_CTERM,NZ_VFIY01000010.1_112,2.4e-05,22.6,1,GCF_006385175.1,137508_138188_-1,NZ_VFIY01000010.1
PEP_CTERM,NZ_VFIY01000004.1_611,2.9e-05,22.3,1,GCF_006385175.1,645688_646338_1,NZ_VFIY01000004.1
PEP_CTERM,NZ_VFIY01000004.1_347,3.4e-05,22.1,1,GCF_006385175.1,364906_365709_1,NZ_VFIY01000004.1
PEP_CTERM,NZ_VFIY01000005.1_285,6.5e-05,21.2,1,GCF_006385175.1,318619_319230_1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000005.1_350,8.8e-05,20.8,1,GCF_006385175.1,387075_387746_-1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000004.1_511,0.00012,20.4,1,GCF_006385175.1,536362_536991_1,NZ_VFIY01000004.1
PEP_CTERM,NZ_VFIY01000005.1_574,0.00016,20.0,1,GCF_006385175.1,620705_621391_-1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000018.1_317,0.00045,18.6,1,GCF_006385175.1,319597_320742_1,NZ_VFIY01000018.1
PEP_CTERM,NZ_VFIY01000005.1_284,0.00054,18.3,1,GCF_006385175.1,317715_318296_1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000019.1_4,0.00066,18.1,1,GCF_006385175.1,3676_4464_1,NZ_VFIY01000019.1
PEP_CTERM,NZ_VFIY01000005.1_159,0.00066,18.1,1,GCF_006385175.1,184932_185768_1,NZ_VFIY01000005.1
PEP_CTERM,NZ_VFIY01000015.1_210,0.002,16.6,1,GCF_006385175.1,253873_254532_1,NZ_VFIY01000015.1
PEP_CTERM,NZ_VFIY01000018.1_189,0.0022,16.4,1,GCF_006385175.1,196331_196903_-1,NZ_VFIY01000018.1
PEP_CTERM,NZ_VFIY01000018.1_318,0.0043,15.5,1,GCF_006385175.1,320772_321947_1,NZ_VFIY01000018.1
PEP_CTERM,NZ_VFIY01000006.1_45,0.0045,15.5,1,GCF_006385175.1,32495_33190_-1,NZ_VFIY01000006.1
PEP_CTERM,NZ_VFIY01000017.1_13,0.005,15.3,1,GCF_006385175.1,12871_13671_-1,NZ_VFIY01000017.1
PEP_CTERM,NZ_VFIY01000004.1_466,0.035,12.7,0,GCF_006385175.1,482364_484001_-1,NZ_VFIY01000004.1
PEP_CTERM,NZ_VFIY01000018.1_78,0.2,10.3,0,GCF_006385175.1,78503_80098_-1,NZ_VFIY01000018.1
PEP_CTERM,NZ_JAHWZX010000010.1_137,0.15,10.5,0,GCF_019351405.1,114535_114768_1,NZ_JAHWZX010000010.1
PEP_CTERM,NZ_JAHWZX010000001.1_28,2.0,7.1,0,GCF_019351405.1,34767_35672_1,NZ_JAHWZX010000001.1
PEP_CTERM,NZ_JAIGNN010000002.1_82,0.00025,19.1,1,GCF_019711565.1,77779_78516_-1,NZ_JAIGNN010000002.1
PEP_CTERM,NZ_JANZXB010000004.1_70,0.00024,19.6,1,GCF_025371035.1,72031_73089_-1,NZ_JANZXB010000004.1
PEP_CTERM,NZ_CP061205.1_826,0.0095,14.5,1,GCF_015240255.1,938211_938873_-1,NZ_CP061205.1
PEP_CTERM,NZ_CP061205.1_2386,0.063,11.9,0,GCF_015240255.1,2719907_2720569_1,NZ_CP061205.1
PEP_CTERM,NZ_RAHX01000001.1_1659,1.6e-05,22.7,1,GCF_003605475.1,1671248_1671913_-1,NZ_RAHX01000001.1
PEP_CTERM,NZ_RAHX01000001.1_661,0.00031,18.7,1,GCF_003605475.1,645515_646249_1,NZ_RAHX01000001.1
PEP_CTERM,NZ_RAHX01000001.1_405,0.66,8.2,0,GCF_003605475.1,391791_391985_-1,NZ_RAHX01000001.1
PEP_CTERM,NZ_LXVY01000004.1_1,1.1e-05,24.1,1,GCF_001650735.1,2_355_1,NZ_LXVY01000004.1
PEP_CTERM,NZ_LXVY01000027.1_47,1.5e-05,23.6,1,GCF_001650735.1,60703_61353_1,NZ_LXVY01000027.1
PEP_CTERM,NZ_LXVY01000048.1_295,1.6e-05,23.6,1,GCF_001650735.1,309196_309699_1,NZ_LXVY01000048.1
PEP_CTERM,NZ_LXVY01000034.1_383,2.3e-05,23.1,1,GCF_001650735.1,440246_440839_1,NZ_LXVY01000034.1
PEP_CTERM,NZ_LXVY01000017.1_52,2.5e-05,23.0,1,GCF_001650735.1,43964_44626_-1,NZ_LXVY01000017.1
PEP_CTERM,NZ_LXVY01000004.1_376,4.6e-05,22.2,1,GCF_001650735.1,424278_425282_1,NZ_LXVY01000004.1
PEP_CTERM,NZ_LXVY01000001.1_176,7e-05,21.6,1,GCF_001650735.1,194011_194664_1,NZ_LXVY01000001.1
PEP_CTERM,NZ_LXVY01000048.1_158,8e-05,21.4,1,GCF_001650735.1,150089_150655_-1,NZ_LXVY01000048.1
PEP_CTERM,NZ_LXVY01000004.1_100,8.4e-05,21.3,1,GCF_001650735.1,107660_108367_1,NZ_LXVY01000004.1
PEP_CTERM,NZ_LXVY01000046.1_69,0.00012,20.8,1,GCF_001650735.1,95388_96026_-1,NZ_LXVY01000046.1
PEP_CTERM,NZ_LXVY01000044.1_18,0.00029,19.6,1,GCF_001650735.1,15700_16323_-1,NZ_LXVY01000044.1
PEP_CTERM,NZ_LXVY01000048.1_290,0.00042,19.2,1,GCF_001650735.1,305459_306469_-1,NZ_LXVY01000048.1
PEP_CTERM,NZ_LXVY01000045.1_57,0.00066,18.5,1,GCF_001650735.1,54682_55377_1,NZ_LXVY01000045.1
PEP_CTERM,NZ_LXVY01000045.1_59,0.00089,18.1,1,GCF_001650735.1,57704_58375_1,NZ_LXVY01000045.1
PEP_CTERM,NZ_LXVY01000029.1_47,0.001,17.9,1,GCF_001650735.1,49015_49629_1,NZ_LXVY01000029.1
PEP_CTERM,NZ_LXVY01000034.1_372,0.0062,15.5,1,GCF_001650735.1,427728_428498_-1,NZ_LXVY01000034.1
PEP_CTERM,NZ_LXVY01000005.1_204,0.17,11.0,0,GCF_001650735.1,229441_230622_-1,NZ_LXVY01000005.1
PEP_CTERM,NZ_CP035501.1_2374,0.035,13.3,0,GCF_004135585.1,2644737_2644976_-1,NZ_CP035501.1
PEP_CTERM,NZ_CP035501.1_2315,1.4,8.3,0,GCF_004135585.1,2583667_2584098_-1,NZ_CP035501.1
PEP_CTERM,NZ_CP035501.1_4056,3.4,7.1,0,GCF_004135585.1,4503811_4503990_1,NZ_CP035501.1
PEP_CTERM,NZ_CP097462.1_630,2.5e-07,28.5,1,GCF_023559245.1,622736_623335_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_723,2e-06,25.7,1,GCF_023559245.1,725180_725743_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_28,2.6e-06,25.3,1,GCF_023559245.1,37852_38415_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_2287,4.7e-06,24.5,1,GCF_023559245.1,2296471_2297136_1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_2351,6.6e-06,24.0,1,GCF_023559245.1,2356418_2357002_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_25,6.8e-06,24.0,1,GCF_023559245.1,32256_32771_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_2613,6.9e-06,24.0,1,GCF_023559245.1,2634356_2635090_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_1284,7.4e-06,23.9,1,GCF_023559245.1,1303115_1303750_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_1280,1.3e-05,23.1,1,GCF_023559245.1,1300211_1300843_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_1164,2.4e-05,22.3,1,GCF_023559245.1,1180455_1181099_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_2286,2.6e-05,22.2,1,GCF_023559245.1,2295309_2295959_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_314,6.9e-05,20.8,1,GCF_023559245.1,315186_315770_1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_726,0.00055,18.0,1,GCF_023559245.1,727115_727738_-1,NZ_CP097462.1
PEP_CTERM,NZ_CP097462.1_1182,0.0026,15.9,1,GCF_023559245.1,1195956_1196348_-1,NZ_CP097462.1
PEP_CTERM,NZ_JARULD010000002.1_835,4.1e-05,21.6,1,GCF_029688735.1,852366_853100_1,NZ_JARULD010000002.1
PEP_CTERM,CP073261.1_2670,3.4e-06,25.0,1,GCA_019739335.1,2830618_2830947_-1,CP073261.1
PEP_CTERM,CP073261.1_2668,0.00049,18.3,1,GCA_019739335.1,2828572_2829306_-1,CP073261.1
PEP_CTERM,CP073261.1_522,0.0075,14.6,1,GCA_019739335.1,532070_532243_-1,CP073261.1
PEP_CTERM,NZ_JACLAU010000011.1_49,1.8e-06,26.2,1,GCF_014230305.1,47205_47798_1,NZ_JACLAU010000011.1
PEP_CTERM,NZ_JACLAU010000006.1_39,7.1e-06,24.3,1,GCF_014230305.1,34289_34465_1,NZ_JACLAU010000006.1
PEP_CTERM,NZ_JACLAU010000002.1_120,2.6e-05,22.6,1,GCF_014230305.1,134085_134792_-1,NZ_JACLAU010000002.1
PEP_CTERM,NZ_JACLAU010000067.1_2,2.6e-05,22.6,1,GCF_014230305.1,2123_2647_-1,NZ_JACLAU010000067.1
PEP_CTERM,NZ_JACLAU010000052.1_8,4.1e-05,21.9,1,GCF_014230305.1,6989_7483_-1,NZ_JACLAU010000052.1
PEP_CTERM,NZ_JACLAU010000018.1_14,4.3e-05,21.9,1,GCF_014230305.1,13688_14407_1,NZ_JACLAU010000018.1
PEP_CTERM,NZ_JACLAU010000004.1_150,0.00021,19.7,1,GCF_014230305.1,159386_160012_1,NZ_JACLAU010000004.1
PEP_CTERM,NZ_JACLAU010000003.1_89,0.00026,19.5,1,GCF_014230305.1,100005_100604_1,NZ_JACLAU010000003.1
PEP_CTERM,NZ_JACLAU010000014.1_10,0.0076,14.8,1,GCF_014230305.1,9718_10650_-1,NZ_JACLAU010000014.1
PEP_CTERM,JADKCA010000004.1_147,3.9e-06,25.1,1,GCA_016714795.1,146072_146593_-1,JADKCA010000004.1
PEP_CTERM,JADKCA010000002.1_458,2.5e-05,22.6,1,GCA_016714795.1,467860_468732_-1,JADKCA010000002.1
PEP_CTERM,JADKCA010000002.1_457,0.00033,19.1,1,GCA_016714795.1,466858_467730_-1,JADKCA010000002.1
PEP_CTERM,JADKCA010000003.1_372,0.0033,15.9,1,GCA_016714795.1,364843_365547_-1,JADKCA010000003.1
PEP_CTERM,NZ_LMHH01000001.1_1052,0.28,9.8,0,GCF_001427865.1,1075260_1075472_1,NZ_LMHH01000001.1
