genome_id	product	start	end	region	contig_edge	gtdb_classification	Database
GOMC.bin.9792	putative_ABC_dependent_NO_OPX	9286	39686	1	TRUE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__LKUD01;s__LKUD01 sp001412355	Global Ocean Microbiome Catalogue
MFD00905.bin.1.137	putative_ABC_dependent_NO_OPX	29260	82634	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__CAIKOD01;s__	Microflora Danica
075-IN-06.bin.1.31	putative_wzy_dependent_NO_OPX	376324	427949	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp018262855	MiDAS Global
083-NL-13.bin.2.23	putative_ABC_dependent_NO_OPX	51651	99691	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__SD8;s__SD8 sp018432765	MiDAS Global
083-NL-13.bin.c.5	putative_ABC_dependent_NO_OPX	1045100	1101194	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp016699325	MiDAS Global
MFD03899.bin.2.194	putative_wzy_dependent_NO_OPX	15134	49182	1	TRUE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	Microflora Danica
MFD03899.bin.2.194	putative_wzy_dependent_NO_OPX	117327	158773	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	Microflora Danica
GCA_900774055.1_Methanococcoides_AM1_genomic	putative_wzy_dependent_NO_OPX	175007	225166	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides sp900774055	Global Ocean Microbiome Catalogue
GCA_900774285.1_Methanococcoides_NM1_genomic	putative_wzy_dependent_NO_OPX	149113	197878	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides vulcani	Global Ocean Microbiome Catalogue
065-CA-03.bin.1.492	putative_wzy_dependent_NO_OPX	726	27088	1	TRUE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__	MiDAS Global
077-MX-09.bin.1.402	putative_wzy_dependent_NO_OPX	263781	295846	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	MiDAS Global
097-US2-29.bin.2.297	putative_wzy_dependent_NO_OPX	36514	65634	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp937968035	MiDAS Global
MFD03899.bin.1.101	putative_ABC_dependent_NO_OPX	746495	792753	1	TRUE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	Microflora Danica
MFD04492.bin.1.23	putative_ABC_dependent_NO_OPX	793332	834536	1	FALSE	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__;s__	Microflora Danica
GOMC.bin.874	putative_wzy_dependent_NO_OPX	2288	45519	1	TRUE	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__Hydrothermarchaeaceae;g__Hydrothermarchaeum;s__Hydrothermarchaeum profundi	Global Ocean Microbiome Catalogue
MFD03323.bin.1.25	putative_wzy_dependent_NO_OPX	209721	260887	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	Microflora Danica
MFD05580.bin.1.33	putative_wzy_dependent_NO_OPX	205817	261449	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	Microflora Danica
MFD01112.bin.1.15	putative_wzy_dependent_NO_OPX	97781	158468	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	Microflora Danica
MFD00082.bin.1.130	putative_wzy_dependent_NO_OPX	845119	909259	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__	Microflora Danica
083-NL-13.bin.1.731	putative_wzy_dependent_NO_OPX	1518748	1581045	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp002494495	MiDAS Global
MFD05512.bin.1.236	putative_wzy_dependent_NO_OPX	1495427	1517525	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	Microflora Danica
MFD04716.bin.c.1	putative_wzy_dependent_NO_OPX	2108760	2156330	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	Microflora Danica
MFD05674.bin.1.100	putative_wzy_dependent_NO_OPX	83769	143243	1	FALSE	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	Microflora Danica
GCA_000371805.1_ASM37180v1_genomic	putative_wzy_dependent_NO_OPX	701402	717075	1	FALSE	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A villosus	Global Ocean Microbiome Catalogue
GCA_000371805.1_ASM37180v1_genomic	putative_wzy_dependent_NO_OPX	827792	864469	2	FALSE	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A villosus	Global Ocean Microbiome Catalogue
GCA_003351865.1_ASM335186v1_genomic	putative_wzy_dependent_NO_OPX	188267	229729	1	FALSE	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus sp003351865	Global Ocean Microbiome Catalogue
083-NL-13.bin.2.304	putative_ABC_dependent_NO_OPX	94565	115825	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp001587595	MiDAS Global
GCA_008245085.1_ASM824508v1_genomic	putative_ABC_dependent_NO_OPX	1475595	1530575	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus	Global Ocean Microbiome Catalogue
GCA_001577775.1_ASM157777v1_genomic	putative_ABC_dependent_NO_OPX	1594002	1636870	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus kukulkanii	Global Ocean Microbiome Catalogue
GCA_002214465.1_ASM221446v1_genomic	putative_ABC_dependent_NO_OPX	1236797	1278654	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus barossii	Global Ocean Microbiome Catalogue
GCA_002214365.1_ASM221436v1_genomic	putative_ABC_dependent_NO_OPX	872445	917957	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	Global Ocean Microbiome Catalogue
GCA_002214365.1_ASM221436v1_genomic	putative_ABC_dependent_NO_OPX	1549553	1581806	2	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	Global Ocean Microbiome Catalogue
GCA_008152015.1_ASM815201v1_genomic	putative_ABC_dependent_NO_OPX	2002527	2051709	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celericrescens	Global Ocean Microbiome Catalogue
GCA_000265525.1_ASM26552v1_genomic	putative_ABC_dependent_NO_OPX	1373611	1421222	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus cleftensis	Global Ocean Microbiome Catalogue
GCA_000769655.1_ASM76965v1_genomic	putative_ABC_dependent_NO_OPX	1567541	1605989	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus eurythermalis	Global Ocean Microbiome Catalogue
GCA_002214385.1_ASM221438v1_genomic	putative_ABC_dependent_NO_OPX	1460087	1502278	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus gorgonarius	Global Ocean Microbiome Catalogue
GCA_000018365.1_ASM1836v1_genomic	putative_ABC_dependent_NO_OPX	738554	776411	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus onnurineus	Global Ocean Microbiome Catalogue
GCA_002214485.1_ASM221448v1_genomic	putative_ABC_dependent_NO_OPX	19404	59211	1	TRUE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	Global Ocean Microbiome Catalogue
GCA_002214485.1_ASM221448v1_genomic	putative_ABC_dependent_NO_OPX	1703787	1744923	2	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus pacificus	Global Ocean Microbiome Catalogue
GCA_001592435.1_ASM159243v1_genomic	putative_wzy_dependent_NO_OPX	52946	84961	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus peptonophilus	Global Ocean Microbiome Catalogue
GCA_001647085.1_ASM164708v1_genomic	putative_ABC_dependent_NO_OPX	167269	207247	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus piezophilus	Global Ocean Microbiome Catalogue
GCA_002214565.1_ASM221456v1_genomic	putative_ABC_dependent_NO_OPX	65270	123470	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus radiotolerans	Global Ocean Microbiome Catalogue
GCA_002214505.1_ASM221450v1_genomic	putative_ABC_dependent_NO_OPX	166329	217838	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus siculi	Global Ocean Microbiome Catalogue
GCA_002214525.1_ASM221452v1_genomic	putative_ABC_dependent_NO_OPX	1204860	1259080	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp002214525	Global Ocean Microbiome Catalogue
GCA_001317345.1_ASM131734v1_genomic	putative_ABC_dependent_NO_OPX	16848	56094	1	TRUE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp001317345	Global Ocean Microbiome Catalogue
GCA_001433455.1_ASM143345v1_genomic	putative_wzy_dependent_NO_OPX	1058561	1095386	1	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B barophilus	Global Ocean Microbiome Catalogue
GCA_001433455.1_ASM143345v1_genomic	putative_wzy_dependent_NO_OPX	1955036	2010781	2	FALSE	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B barophilus	Global Ocean Microbiome Catalogue
MFD01689.bin.1.59	putative_ABC_dependent_NO_OPX	62524	104588	1	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAKLIN01;s__	Microflora Danica
MFD01689.bin.1.29	putative_ABC_dependent_NO_OPX	133120	180244	1	TRUE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAKLIN01;s__	Microflora Danica
091-US1-126.bin.1.188	putative_wzy_dependent_NO_OPX	23611	67503	1	FALSE	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SM23-78;g__SM23-78;s__	MiDAS Global
GOMC.bin.7260	putative_wzy_dependent_NO_OPX	0	16241	1	TRUE	d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JANQNI01;s__	Global Ocean Microbiome Catalogue
GUT_GENOME132203	putative_wzy_dependent_NO_OPX	0	65531	1	TRUE	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis	HumGut
MFD02416.bin.1.122	putative_wzy_dependent_NO_OPX	152549	196942	1	FALSE	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__;s__	Microflora Danica
MFD02979.bin.1.52	putative_wzy_dependent_NO_OPX	11662	53542	1	TRUE	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__;s__	Microflora Danica
MFD04408.bin.c.5	putative_ABC_dependent_NO_OPX	775144	812695	1	FALSE	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__	Microflora Danica
MFD03726.bin.1.102	putative_wzy_dependent_NO_OPX	650542	687520	1	FALSE	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	Microflora Danica
MFD02416.bin.c.15	putative_ABC_dependent_NO_OPX	153629	185399	1	FALSE	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	Microflora Danica
GOMC.bin.860	putative_ABC_dependent_NO_OPX	12891	39355	1	TRUE	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__UBA233 sp002010925	Global Ocean Microbiome Catalogue
MFD03726.bin.1.105	putative_wzy_dependent_NO_OPX	2795	56601	1	TRUE	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__	Microflora Danica
GCA_000200715.1_ASM20071v1_genomic	putative_wzy_dependent_NO_OPX	1019212	1064645	1	FALSE	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum symbiosum	Global Ocean Microbiome Catalogue
MFD07691.bin.2.42	putative_ABC_dependent_NO_OPX	10149	50910	1	TRUE	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__	Microflora Danica
MFD05674.bin.3.274	putative_ABC_dependent_NO_OPX	0	32689	1	TRUE	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__	Microflora Danica
MFD04850.bin.1.355	putative_ABC_dependent_NO_OPX	403338	441439	1	FALSE	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014523595	Microflora Danica
MFD05176.bin.1.11	putative_wzy_dependent_NO_OPX	84411	145211	1	FALSE	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523665	Microflora Danica
